pickup_longitude,pickup_latitude,PUCensus_Tract
-73.99015045,40.71827698,1800
-73.98899078,40.73424149,5000
-73.98957062,40.74384689,5800
-73.98247528,40.77321625,14900
-73.97795868,40.75536346,9400
-73.98529816,40.77363586,15100
-73.97618103,40.75709152,9400
-73.96647644,40.75754547,10800
-73.99420929,40.76633072,13500
-73.96954346,40.76036835,11203
-73.96205902,40.805336,19701
-73.9703064,40.76231003,11202
-73.9835968,40.73191071,4800
-73.95420074,40.76605988,12400
-73.95664215,40.77132797,13400
-74.00328064,40.72874069,6700
-73.86328888,40.76996994,33100
-73.96971893,40.75310898,9000
-73.97438812,40.75705338,10200
-73.98710632,40.75931931,11900
-73.98794556,40.75457764,11300
-73.99035645,40.74043274,5600
-73.95469666,40.78363037,16001
-73.99240875,40.75611877,11500
-73.99403381,40.75125885,10100
-74.00444031,40.7304306,6700
-73.97690582,40.75589752,9400
-73.98550415,40.72335052,3002
-73.99434662,40.75246048,10300
-73.99774933,40.72444153,4900
-73.97769928,40.72570419,2800
-74.00193787,40.73935318,7700
-74.00309753,40.71395111,2900
-73.98623657,40.72662354,3800
-73.97794342,40.7421608,7000
-73.98129272,40.74673843,7200
-73.97881317,40.76179886,10400
-73.98225403,40.74832916,7400
-73.99862671,40.74598694,9300
-73.98215485,40.76898193,14500
-73.98087311,40.77477264,15300
-73.97390747,40.78939056,17500
-74.00320435,40.7234726,4700
-73.98204803,40.7769165,15300
-73.97748566,40.77687454,15700
-73.96770477,40.80122375,19100
-73.98960114,40.7230835,3601
-73.95165253,40.79033661,16800
-73.97438812,40.75183105,9200
-74.00860596,40.70612717,700
-73.86312866,40.76976776,33100
-73.98522949,40.74187469,5600
-74.00154877,40.73948669,8100
-73.99445343,40.75098419,10300
-73.96398163,40.80820084,20500
-73.98686981,40.72542953,3200
-73.99455261,40.75054169,10100
0,0,
-73.97771454,40.7638588,13700
-73.95336151,40.76755142,12400
-73.99203491,40.72183609,3601
-74.00328064,40.74005127,7700
-73.97921753,40.77716064,15700
-73.98947906,40.73999023,5600
-73.96743774,40.75233841,9000
-73.98430634,40.76486588,13900
-73.99303436,40.73672104,5200
-74.00145721,40.74617004,9300
-74.01550293,40.70727158,1300
-74.01631927,40.70501709,1300
-73.96393585,40.76794815,12000
-73.9755249,40.7896347,17500
-73.99093628,40.7606163,12100
-74.01026154,40.71447372,2100
-73.99260712,40.73384094,6100
-74.01348877,40.71493912,31703
-73.9627533,40.77139282,12800
-73.96099854,40.76081848,10602
0,0,
-73.79242706,40.64500809,71600
-73.78980255,40.646595,71600
-73.99183655,40.72716904,5502
-73.98151398,40.78052902,16300
-74.00789642,40.74012375,7900
-73.98820496,40.74750137,7600
-74.00366211,40.7205658,3300
-73.96385956,40.75693893,10601
-73.98160553,40.76177216,13100
-74.00604248,40.7357254,7500
-73.955513,40.71401978,51900
-73.97698212,40.75054932,8000
-73.9777832,40.76205063,10400
-73.98103333,40.76202393,13100
-73.96367645,40.75736618,10800
-73.9803009,40.76575089,13700
-73.98484039,40.75880814,12500
-73.99185181,40.74976349,10100
-73.99375916,40.75704956,11500
-73.95540619,40.76461029,11600
-74.00051117,40.75851822,9900
-73.88396454,40.74777603,28300
-73.98426056,40.77522659,15500
-74.00258636,40.74999619,9900
-73.9931488,40.69292831,502
-73.78186035,40.64473343,71600
-73.95462036,40.78714371,16001
-73.98068237,40.77088547,14900
-74.00258636,40.72901535,6700
-73.96646881,40.76466751,11402
-74.00868225,40.71228027,2100
-73.98170471,40.76888275,14500
-73.93648529,40.79888153,18800
-73.98943329,40.76291275,12700
-73.9551239,40.76586151,12400
-73.99990082,40.72679138,4900
-73.77857208,40.64670563,71600
-73.97930908,40.75308228,9400
-73.99102783,40.73006439,5700
-73.97023773,40.78419113,16900
-73.98214722,40.73191452,4800
-73.98654938,40.74580383,7600
-73.99385071,40.74643707,9500
-73.97593689,40.78804398,17100
-74.00332642,40.7076416,1501
-73.98731995,40.73923874,5600
-73.97483826,40.74205017,7000
-73.97874451,40.7774353,15700
-73.99072266,40.75005341,10100
-73.98899841,40.7735405,15100
-73.9718399,40.75423431,9000
-73.98812103,40.75806046,11900
-73.99020386,40.74688721,9500
-73.98215485,40.75724792,9600
-73.99687958,40.73733521,7100
-74.00585938,40.73629379,7700
-73.99359131,40.7417984,5800
-73.99537659,40.72419357,4300
-74.01013947,40.72047043,3900
-73.98999786,40.75223923,10900
-73.86385345,40.76943207,33100
-73.99559021,40.7169342,1600
-73.87194061,40.77423477,33100
-73.98886108,40.69227982,1100
-73.99904633,40.73426437,6300
-73.98886871,40.77705383,15500
-73.89035034,40.86341858,39901
-73.98847198,40.75534058,11300
-74.00340271,40.74885941,9900
-73.99875641,40.72963333,6500
-73.95257568,40.77641678,13800
-73.96960449,40.71273041,1002
-73.99588013,40.72645187,5502
-74.00580597,40.73666763,7700
-73.98869324,40.73113632,4000
-74.00275421,40.74448395,8900
0,0,
-73.95018768,40.81156921,21500
-73.97085571,40.75181961,9000
-74.00414276,40.73818588,7700
-73.94778442,40.79695511,17402
-73.98202515,40.78469467,16700
-73.97971344,40.78593445,16700
-73.98348999,40.73014832,4000
-73.98427582,40.76156998,13100
-73.98781586,40.72118378,3001
-73.99381256,40.72714615,5502
-73.97884369,40.7621727,13100
-74.00585938,40.74011993,7900
-73.98873901,40.73720932,5200
-73.99053955,40.6866684,6900
-73.98670197,40.76422882,13300
-73.98619843,40.74753189,7600
-73.98142242,40.75299072,8400
-73.98363495,40.7216301,2202
-74.03891754,40.73154831,7700
-74.0146637,40.71424866,31703
-74.0079422,40.72344208,3300
-74.0055542,40.72805023,3700
-74.00793457,40.71415329,2100
-73.98795319,40.73809814,5200
-74.00823212,40.74740601,9900
-73.9705658,40.75865555,10000
-74.0052948,40.72005463,3300
-73.94985199,40.77111816,13200
-73.95591736,40.76727676,12400
-74.00051117,40.74255371,8900
-73.99499512,40.74998093,10100
-73.97741699,40.78975677,17500
-73.9655838,40.76289749,11000
-73.95478058,40.77323151,13800
-73.98455048,40.64444351,49800
-73.98226166,40.74010086,6800
-73.99147034,40.7501297,10100
-73.99777985,40.72260666,4300
-73.96128845,40.7687912,12600
-73.78211975,40.64469147,71600
-73.99768066,40.72074509,4100
-73.99756622,40.72922516,5501
-73.98246765,40.7572937,11900
-73.98401642,40.74305344,6800
-73.98270416,40.76396942,13100
-73.96295929,40.79454422,18900
-73.99134827,40.74467087,5800
-73.95890808,40.78087616,15001
-74.01707458,40.70896149,31704
-73.97354889,40.76299667,11202
-74.00007629,40.71789932,3100
-73.99617004,40.72544098,5502
-73.97914886,40.74711227,8000
-74.00624084,40.73455811,7500
-73.98570251,40.75468826,11300
-73.95646667,40.78132629,15002
-74.00984955,40.77974319,15801
-73.87290955,40.77399063,33100
-73.9792099,40.77696228,15700
-74.00247955,40.74496841,8900
-73.9930954,40.74228668,5800
-73.98316956,40.7610321,12500
-73.9797287,40.75320435,9400
-73.97818756,40.74174881,7000
-73.94288635,40.79992294,18400
-73.97493744,40.75546646,9200
-73.7885437,40.64173126,71600
-73.99104309,40.74990082,10100
-73.99245453,40.73467636,6100
-73.97257233,40.75645828,10000
-73.98855591,40.74922943,10100
-73.99391174,40.74158859,8700
-73.98248291,40.78266144,16300
-73.9747467,40.75548553,9200
-73.96008301,40.76608658,11800
-73.98183441,40.75564575,9600
-73.97091675,40.7612381,11203
-73.94883728,40.78190994,15400
-73.94573975,40.78168869,15200
-73.99901581,40.73440552,7100
-74.00048828,40.71834564,3100
-74.01483917,40.70957947,31704
-73.99137115,40.75009155,10100
-73.99882507,40.76435089,12900
-73.98187256,40.75562668,9600
-73.78191376,40.64475632,71600
-73.98416901,40.7432518,5600
-73.96559906,40.75918579,10800
-74.00762939,40.70513916,700
-73.97801208,40.74202728,7000
-73.98310089,40.76180267,13100
-73.98556519,40.7514534,8400
-73.97421265,40.74279022,6200
-73.95092773,40.78602982,15802
-74.00065613,40.74285126,8900
-73.79030609,40.66523361,30600
-73.99250031,40.74524689,9100
-73.98207855,40.7632103,13100
-73.9977951,40.76601028,12900
-73.99991608,40.73075104,6500
-73.98679352,40.76136017,12700
-73.9491806,40.82853317,23300
-73.98899841,40.74370956,5800
-73.98758698,40.73349762,5000
-73.97257996,40.75677109,10000
-73.99150848,40.73849487,5200
-73.98783875,40.74965286,7600
-73.96567535,40.76583481,12000
-73.9824295,40.77766037,15900
-73.97405243,40.79584122,18300
-74.00010681,40.73285294,6500
-73.99760437,40.75675201,9900
-73.89200592,40.72787476,49302
-73.9966507,40.73770523,8100
-74.00536346,40.75127029,9900
-74.00687408,40.72898865,6700
-74.0042038,40.74178314,8300
-73.95823669,40.77906799,15001
-74.00266266,40.75205231,9900
-74.00258636,40.72861862,6500
-74.00706482,40.7064743,700
-73.98079681,40.76023865,13100
-74.00666046,40.70572662,700
-73.98711395,40.73937225,5600
-73.9930191,40.72996902,5700
-73.98581696,40.75702667,11900
-73.99043274,40.73148727,6100
-74.00379181,40.72585297,4900
-73.98876953,40.73809052,5200
-73.99836731,40.74535751,9100
-74.01256561,40.70213699,900
-73.77667236,40.64540863,71600
-74.0079422,40.74263382,9900
-73.98065186,40.76969147,14300
-73.98840332,40.72316742,3002
-74.00533295,40.74098969,8300
-73.96214294,40.76766205,12000
-73.96750641,40.75643158,9800
-73.99742889,40.73271179,6300
-74.01035309,40.7117157,1300
-73.97668457,40.75210953,9200
-73.99549866,40.76483536,12900
-73.95862579,40.7747879,14000
-73.9640274,40.76831436,12000
-74.00228119,40.73445129,7300
-73.95994568,40.77342606,12800
-73.99243164,40.7537384,11100
-73.99365997,40.75654221,11500
-73.97997284,40.74806595,8000
-74.00205231,40.7215538,4700
-73.88526917,40.77306747,33100
-73.96685028,40.75317001,9000
-73.98466492,40.75947952,12500
-73.97127533,40.76245499,11202
-73.99785614,40.73591614,6300
-73.98336029,40.77345657,14900
-73.98912048,40.75777817,11900
-73.96781921,40.75590897,9800
-73.96312714,40.76939011,12800
-73.9900589,40.75688553,11500
-73.97188568,40.79451752,18300
-73.9849472,40.72399902,3200
-73.97885132,40.7362709,6000
-73.98142242,40.74998856,8200
-73.95518494,40.78296661,15002
-73.95614624,40.77188873,13400
-73.99899292,40.73450851,7100
-73.9832077,40.72284698,3200
-73.97358704,40.76357269,11201
-73.95366669,40.72906494,57500
-73.94228363,40.7471199,1900
-73.97856903,40.7833252,16700
-73.97654724,40.76593781,14300
-73.98246002,40.76175308,13100
-73.95248413,40.71406937,51300
-73.98995972,40.71654129,1600
-73.99007416,40.73778152,5200
-74.01351166,40.70241928,900
-73.98896027,40.72290802,3601
-73.99926758,40.74402618,8700
-73.97367859,40.75096893,8800
-73.97808075,40.76335526,13700
-73.98027802,40.75952148,10400
-74.00261688,40.72851181,6500
-73.99291229,40.75357819,11100
-73.9781189,40.72955322,4400
-73.97595215,40.76583862,14300
-73.96770477,40.77165985,14300
-73.98493195,40.74198914,6800
-73.99098969,40.72977448,5700
-73.97753906,40.76443481,13700
-73.96926117,40.74960709,8602
-73.98299408,40.76703262,13900
-73.98240662,40.73148346,4400
-73.86552429,40.77081299,33100
-73.9758606,40.7604332,10400
-74.00027466,40.73252869,6500
0,0,
-73.99610901,40.72587585,5502
-73.98081207,40.76774979,14300
-73.98871613,40.76918793,13500
-73.94234467,40.78619003,16200
-73.9910965,40.72790527,3800
-73.97624207,40.73987961,6200
-73.99225616,40.74295425,5800
-73.87085724,40.77377701,33100
-73.79025269,40.64709091,71600
-73.98932648,40.74214172,5800
-73.98801422,40.74404526,5800
-73.96639252,40.76780701,12200
-73.98817444,40.74796295,7600
-73.98096466,40.7596283,12500
-73.99660492,40.72521591,4300
-73.97760773,40.75806808,10400
-73.93851471,40.80487823,19600
-73.99910736,40.72644043,4900
-73.98925781,40.74200058,5800
-74.002388,40.73373413,7300
-74.00803375,40.73918533,7900
-73.96598816,40.75852585,10800
-73.95999146,40.81371689,21100
-73.9668045,40.75821304,10800
-73.99330902,40.74195862,5800
-73.97976685,40.78203583,16300
-73.99108887,40.73908615,5200
-73.98368835,40.74393082,7400
-73.97076416,40.75589752,10000
-73.77684021,40.6454277,71600
-73.9778595,40.76411438,13700
-73.98036194,40.73775864,6400
-73.96805573,40.75760269,9800
-73.96337128,40.76166153,11000
-73.98983765,40.71406555,600
-73.98674774,40.76664352,13900
-73.97344208,40.74391937,7800
-73.99129486,40.73894119,5200
-74.00777435,40.74060822,7900
-73.99676514,40.75273895,10300
-73.96103668,40.76057053,10602
-73.96012115,40.76050568,10602
-74.00721741,40.74871063,9900
-73.99388123,40.73522568,6100
-73.77667999,40.645298,71600
-73.97563934,40.78172684,16500
-73.98156738,40.75027847,8200
-73.99834442,40.73398209,6300
-74.00170898,40.71561813,2900
-73.96142578,40.76911163,12800
-73.77872467,40.64674377,71600
-73.98361206,40.73576355,4800
-74.00406647,40.7528801,9900
-74.00314331,40.72765732,3700
-74.00375366,40.7298584,6700
-73.98590851,40.72275543,3002
-73.97402191,40.74715042,7800
-73.97263336,40.74967194,8800
-73.79006195,40.64677048,71600
-73.99048615,40.74005127,5200
-73.95484161,40.78016663,14802
-74.00858307,40.71947861,3300
-73.98146057,40.78097153,16300
-73.9603653,40.80790329,20300
-73.98799133,40.76490402,13300
-73.9786911,40.76266861,13700
-73.98822784,40.73771286,5200
-73.99591827,40.73270035,5900
-73.9658432,40.76554871,12000
-73.99002075,40.73437881,6100
-73.98415375,40.74020004,6800
-73.97180176,40.79724121,18700
-73.96786499,40.76281357,11402
-73.97019196,40.76213837,11203
-73.96563721,40.7715683,13000
-73.99906921,40.74443817,8700
-73.98654175,40.73408127,4800
-74.00532532,40.71969986,3300
-73.99144745,40.75991821,12100
-73.96315765,40.77423859,13000
-73.97116852,40.75750732,10000
-73.99945068,40.73855209,8100
-73.98274994,40.76165009,13100
-73.94442749,40.67580414,31300
-73.98039246,40.75466156,9600
-73.99160004,40.73137665,5700
-73.98042297,40.76052856,13100
-73.99775696,40.74480057,9100
-73.97851563,40.75898743,10400
-73.96533966,40.77177429,13000
-74.00137329,40.72779083,6500
-73.99463654,40.74481201,9100
-73.99914551,40.73087311,6500
-73.97949219,40.75925064,10400
-73.99156189,40.76511002,13500
-73.99021149,40.72335815,3601
-73.97692871,40.72665405,2800
-73.98161316,40.74051285,6600
-73.98985291,40.7567482,11300
-73.97879028,40.78340912,16700
-73.99894714,40.72632599,4900
-73.98862457,40.76020813,12700
-73.99783325,40.74084091,8100
-74.00251007,40.7450676,8900
-73.99171448,40.75064087,10100
-73.97232819,40.75912476,10000
-73.98945618,40.7730217,15100
-74.00382233,40.71330261,2900
-73.95680237,40.71677017,55300
-73.98120117,40.78072357,16300
-73.97496033,40.75579834,9200
-74.00754547,40.70861816,1502
-73.97828674,40.75219727,8200
-73.98588562,40.73530197,5000
-73.98623657,40.75747299,11900
-73.7821579,40.64480209,71600
-73.96451569,40.76050186,10800
-73.95461273,40.77793121,14601
-73.96234131,40.77233887,12800
-73.95863342,40.77809906,14000
-73.99640656,40.73006821,6500
-73.95856476,40.76029587,10602
-73.97186279,40.7571373,10000
-73.98872375,40.74895477,10100
-73.98596954,40.75758743,11900
-73.9911499,40.75598145,11500
-73.98197937,40.76562119,13700
-73.98698425,40.76008224,12500
0,0,
-73.99069977,40.71840286,1800
-74.00597382,40.74005508,7900
-73.95069885,40.77906036,14602
-74.00551605,40.70909882,1501
-73.99963379,40.72688675,5501
-74.00260925,40.73958588,7700
-73.95108032,40.77913284,14602
-73.97688293,40.75855255,10200
-73.99385834,40.72079849,4100
-73.96957397,40.76060486,11203
-74.00330353,40.7270813,3700
-73.96784973,40.78728104,14300
-73.91696167,40.74322128,25301
-73.98072052,40.7339325,4800
-73.98940277,40.76953888,13500
0,0,
-73.99340057,40.73432159,6100
-73.98129272,40.72472763,2602
-73.97884369,40.75162506,8200
-73.98783112,40.7496109,7600
-73.97891235,40.72401428,2602
-73.99123383,40.71722794,1600
-73.96852875,40.75469971,9800
-73.99221039,40.73821259,5400
-74.00209045,40.71908951,3100
-73.97657776,40.73953629,6200
-73.98937988,40.73959351,5200
-73.95669556,40.77127075,13400
-73.97351837,40.74773026,7800
-73.9691925,40.76765823,12200
-73.9626236,40.79466629,18900
-73.98207092,40.75234985,8400
-74.01383972,40.71277237,1300
-73.98995209,40.75696564,11300
-73.96874237,40.76745605,12200
0,0,
-73.98938751,40.74188614,5800
-73.99633026,40.72544861,5502
-73.96802521,40.7711525,14300
-74.00151062,40.73098373,6700
-73.98923492,40.73417282,5000
-73.9551239,40.77776337,14801
-73.95872498,40.76375198,11600
-73.95702362,40.7663002,12400
-74.00122833,40.73653412,7100
-73.98064423,40.77499771,15300
-73.96550751,40.79058075,18100
-74.00515747,40.7229538,3700
-73.97441101,40.75584793,9200
-74.01421356,40.71392822,31703
-73.9850769,40.75989914,12500
-73.97999573,40.75190353,8200
-73.98876953,40.71885681,1800
-73.981987,40.76156616,13100
-73.95452118,40.76539612,11600
-73.94778442,40.77513885,14401
-73.96101379,40.76070023,10602
-74.00234985,40.73036575,6700
-73.99479675,40.75370789,11100
-73.9730072,40.74993515,8800
-73.95430756,40.76581573,12400
-73.97892761,40.76183701,10400
-73.99751282,40.71395874,2700
-73.97419739,40.74728012,7800
-73.98397827,40.75513077,11900
-73.96185303,40.77671814,14200
-74.00281525,40.73355865,7300
-74.00751495,40.7325058,6900
-73.99365234,40.74978256,10100
-74.00830078,40.73740387,7900
-73.94086456,40.72106552,44900
-73.97810364,40.78659058,17100
-74.00076294,40.72083282,4700
-73.97803497,40.75162888,8000
-73.96845245,40.75087738,9000
-73.9966507,40.72235107,4300
-73.96657562,40.75352859,9800
-73.97995758,40.76570129,13700
-73.98892975,40.72171021,3001
-73.99585724,40.76390839,12900
-73.99252319,40.72857285,5700
0,0,
-73.86364746,40.76974106,33100
-74.00422668,40.74219513,8300
-73.97636414,40.74440765,7000
-73.98377228,40.7604332,12500
-73.80117798,40.67317963,79000
-73.9719696,40.75024033,8800
-73.97143555,40.76025772,10000
-73.99816895,40.75707245,9900
-73.98127747,40.74477386,7200
-73.9796524,40.76529694,13700
-73.94895172,40.77346039,13600
-73.98718262,40.72929764,4000
-73.98802948,40.72804642,3800
-73.97884369,40.77760315,15700
-73.95709229,40.81761551,21900
-73.87082672,40.77361298,33100
-73.98983002,40.77249146,15100
-73.98795319,40.7563324,11300
-73.95980072,40.77090836,12800
-73.96225739,40.7790184,14300
-73.96427917,40.77048111,13000
-73.96957397,40.75715637,9800
-73.98870087,40.74887085,10100
-73.96576691,40.7543869,8603
-73.98638153,40.72646713,3800
-73.98413849,40.75716782,11900
-73.9812851,40.74727631,7400
-73.9826889,40.73122406,4000
-73.98078918,40.76581955,13700
-73.9934845,40.74560928,9100
-73.98904419,40.75859451,12100
-73.99775696,40.75653076,9900
-73.95731354,40.78440094,16001
-73.95716858,40.77763367,14000
-73.95282745,40.78306961,15801
-73.95391846,40.76603317,12400
-73.95590973,40.77229691,13400
-73.99334717,40.7367897,5400
-73.95012665,40.77610397,14601
-74.01564789,40.71537018,31703
-73.96419525,40.76070786,11000
-74.0030899,40.73322678,7300
-73.8707428,40.77371597,33100
-73.98368835,40.74642944,7400
-74.0103302,40.71446991,2100
-73.86336517,40.76891708,33100
-74.01180267,40.70949173,1300
-74.00878143,40.70719528,700
-73.98304749,40.73161316,4800
-73.96390533,40.76803207,12000
-73.9650116,40.77264786,13000
-73.98564148,40.7601738,12500
-73.97275543,40.79062653,17700
-73.96826935,40.76226044,11203
-73.95893097,40.710392,52300
-74.00015259,40.7215271,4700
-73.9910202,40.76570511,13300
-73.98096466,40.75037766,8200
-73.98472595,40.74293137,5600
-73.99980164,40.74874115,9700
0,0,
-73.98913574,40.72236252,3601
-73.98679352,40.75547409,11300
-73.96633148,40.76218796,11402
-73.97208405,40.76047134,10200
-73.97776031,40.7603035,10400
-73.99465942,40.75556564,11100
-73.98648834,40.74914551,7600
-73.985466,40.74742508,7600
-73.97917175,40.75859451,10400
-73.98529053,40.73188019,4000
-73.99697113,40.73729324,7100
-73.94776154,40.7792244,15400
-73.98182678,40.72436142,3200
-73.97460175,40.76091385,10200
-74.00371552,40.74232864,8300
-73.94824982,40.78313828,15601
-73.96776581,40.76279449,11402
-73.95773315,40.77378464,14000
-73.9901123,40.75642014,11300
-73.98898315,40.73054123,4000
-73.99291992,40.74293137,9100
-73.98278809,40.77209091,14900
-73.97728729,40.75178528,8000
-73.96837616,40.77047729,12200
-73.99636841,40.723629,4300
-73.98891449,40.71892929,1800
-73.99293518,40.76326752,12900
-73.98522186,40.74201965,5600
-73.98965454,40.72969055,3800
-73.97463226,40.76269531,11201
-73.9855957,40.73846436,6800
-73.99012756,40.75173569,10900
-73.98232269,40.7632637,13100
-74.00508881,40.70882034,1501
-73.95740509,40.80168152,19702
-73.96759796,40.76300049,11402
-74.00320435,40.74396515,8900
-74.01461029,40.70848083,1300
-74.00624084,40.73394012,7300
-74.01593781,40.70893478,31704
-73.96170044,40.76292419,11000
-74.01567841,40.71139908,31704
-73.98379517,40.76069641,12500
0,0,
0,0,
-73.89017487,40.74608231,26700
-74.00359344,40.75302505,9900
-73.98452759,40.73687363,6400
-74.00914001,40.70631409,700
-73.99153137,40.72710037,3800
-73.97943115,40.7553978,9400
-73.98047638,40.74258804,7200
-74.01212311,40.70776749,1300
-73.8747406,40.77407837,33100
-73.98491669,40.77921677,15900
0,0,
-73.98161316,40.75159836,8200
-73.99584198,40.72668839,5501
-73.96064758,40.76140213,10602
-73.9765625,40.74971771,8000
-74.01672363,40.7093277,31704
-73.96923065,40.75352859,9000
-73.98394775,40.74995041,8400
-73.96255493,40.76975632,12800
-73.98107147,40.75933838,12500
-73.99764252,40.75390244,10300
-73.97760773,40.7494545,8000
-73.99255371,40.74893951,10100
-73.97517395,40.75457764,9200
-73.98232269,40.76157379,13100
-73.97936249,40.76470947,13700
-73.99249268,40.75855637,12100
-73.77903748,40.64667892,71600
-73.97945404,40.75295639,9400
-73.98694611,40.73986053,5600
-73.98080444,40.73799896,6400
-73.77676392,40.64545059,71600
-73.98607635,40.74739838,7600
-73.98170471,40.76351929,13100
-73.96645355,40.80473709,19900
-73.98931885,40.76446152,13300
-74.00307465,40.73325729,7300
-74.01052094,40.7206192,3900
-73.98347473,40.76092529,12500
-73.97917175,40.6699791,15500
-73.99765015,40.7140274,2900
-73.98362732,40.78091812,15900
-73.98112488,40.78099823,16300
-73.98191833,40.7688179,14500
-73.98221588,40.76968384,14500
-73.97419739,40.73147202,4400
-73.99150848,40.74978256,10100
-73.98207855,40.76370621,13100
-73.97296143,40.76433945,11401
-73.98313904,40.73883057,6400
-73.98735809,40.73878479,5000
-73.95389557,40.77909851,14802
-73.99872589,40.71965027,4500
-74.00193024,40.72474289,4900
-73.95288849,40.77160263,13200
-74.00450134,40.70718765,1502
-73.9903717,40.76982498,13500
-73.99575806,40.72491837,4300
-73.96596527,40.79354858,18500
-73.98001862,40.77069092,14900
-74.00308228,40.73327255,7300
-73.99468231,40.75249863,10300
-73.98660278,40.76989365,14500
-73.96611023,40.76005173,10800
-73.96681213,40.76416016,11402
-73.97306824,40.75502014,9200
-73.98523712,40.75864792,11900
-73.96229553,40.79492188,14300
-73.95236969,40.73471451,57900
-73.97909546,40.753582,9400
-73.99287415,40.76348877,12900
0,0,
-74.00579834,40.73644257,7700
-74.01032257,40.71886444,3900
-73.78147888,40.64483643,71600
-73.98763275,40.74139404,5600
0,0,
-73.98407745,40.7703476,14500
0,0,
-73.98355865,40.74383926,7200
0,0,
-73.96383667,40.77370834,13000
-73.96127319,40.79648209,18900
-73.97716522,40.75208282,9200
-73.96836853,40.76438522,11402
0,0,
-73.92563629,40.77262497,8300
-73.97120667,40.79272842,18100
0,0,
-73.97890472,40.75181198,8200
-73.9799118,40.7655983,13700
-73.97810364,40.7251091,2602
-73.79026794,40.64722061,71600
-73.97805023,40.77803802,15700
-73.97828674,40.76301956,13700
-74.00260925,40.71519852,3100
-73.95091248,40.7707634,13200
-73.97806549,40.78649521,17100
-73.98767853,40.72125244,3001
-73.96179962,40.69404221,19100
-73.99188995,40.72600555,3602
-73.97738647,40.75201416,9200
-73.99465179,40.74525833,9100
-73.9864502,40.71818161,1402
-73.96746063,40.75616455,9800
-73.98508453,40.73645782,5000
-74.00819397,40.7412529,7900
-73.98168182,40.75524902,9600
-73.96252441,40.77866364,14300
-73.96923065,40.76599121,12200
-73.97138214,40.78236389,14300
-73.98038483,40.78364944,16700
-73.99853516,40.72975922,6500
-73.96872711,40.7915802,17700
-73.95750427,40.81473541,21100
-73.97931671,40.7557106,9600
-73.97596741,40.7865181,17100
-73.99022675,40.73985672,5200
-73.99842834,40.74533844,9100
-74.00410461,40.74781799,9900
-73.97001648,40.76165009,11203
-73.99539948,40.68807602,4500
-73.98404694,40.74660492,7400
-73.97895813,40.77730179,15700
-73.98391724,40.76027298,12500
-73.97403717,40.76080322,10200
-73.95483398,40.80588531,20102
0,0,
-73.99214172,40.76408386,12700
-73.95507813,40.7660141,12400
-73.97550964,40.7486763,7800
-74.00812531,40.71708679,3300
-73.95077515,40.77920151,14602
-73.98169708,40.73255157,4800
-73.97537231,40.76185989,10400
-73.95413208,40.77048111,13400
-73.99234009,40.74952316,10100
-73.97090912,40.7553978,9800
-73.98619843,40.73065948,4000
-73.98728943,40.72011185,3001
-73.9825592,40.7609787,13100
-73.9846344,40.76842117,14500
-73.98174286,40.73698807,6400
-73.86300659,40.7702179,33100
-73.95901489,40.77196503,12800
-73.98238373,40.76182556,13100
-73.99493408,40.72571182,5502
-73.95413208,40.82164383,22301
-73.98538971,40.72341537,3002
-73.97779083,40.75222778,9200
-73.99053955,40.75746155,11500
-74.00547791,40.72555923,3700
-73.99058533,40.75157547,10900
-73.98795319,40.76486588,13300
-73.97619629,40.74425507,7000
-73.98152161,40.73004532,3400
-73.97737885,40.77933884,16100
-73.87272644,40.77391815,33100
-73.98892212,40.75843811,12100
-74.0012207,40.74165726,8300
-73.97431946,40.75309372,9200
-73.97255707,40.78107071,16500
-73.93250275,40.77444839,8700
-73.98704529,40.73006058,4000
-73.96015167,40.77039337,12800
-73.99581909,40.73293304,5900
-73.98757172,40.74997711,7600
-73.95245361,40.77819061,14602
-73.99980927,40.73853683,7700
-73.99040985,40.75684357,11500
-74.00621796,40.73381042,7300
-73.99646759,40.74319458,8700
-73.96549225,40.76283646,11000
-73.95506287,40.76932144,13400
-74.00928497,40.71699142,3900
-73.93769836,40.75823593,3300
-74.00705719,40.72801971,3700
-73.97860718,40.76177979,10400
-73.97494507,40.7614975,10200
-73.98226166,40.77784729,15900
-73.98391724,40.73775101,6400
-73.96929169,40.76376343,11401
-73.97515106,40.75154877,9200
-73.95359802,40.80686188,25700
-73.99199677,40.73098373,5700
-73.98265076,40.76440048,13700
-73.98921204,40.73633575,5200
-74.00479889,40.74875641,9900
-73.99976349,40.71806335,4100
-74.00315094,40.74256516,8300
-73.96077728,40.76110458,10602
-73.97960663,40.7611084,13100
-73.98156738,40.73284149,4800
-73.97692108,40.74541092,7800
-73.99710846,40.76253128,12900
-73.97991943,40.76536942,13700
-73.99855804,40.75400543,10300
-73.95452881,40.76971054,13200
-74.00837708,40.74527359,9900
-73.98148346,40.78102875,16300
-73.95030975,40.77576065,14601
-73.96155548,40.76790237,12600
-73.98947906,40.74572754,7600
-73.9681015,40.7598877,11203
-73.98392487,40.73782349,6800
-74.00928497,40.7259407,3700
-73.98465729,40.74248886,6800
0,0,
-73.97446442,40.75946045,10200
-73.94641113,40.77242279,13600
-73.99241638,40.7379303,5400
-73.99110413,40.74995041,10100
-73.98522949,40.6974411,1300
-73.97393036,40.76353836,11201
-73.96865082,40.76171112,11203
-73.98963165,40.76207733,12700
-73.96279907,40.76985168,12800
