pickup_longitude,pickup_latitude,PUcity,PUdistrict
-73.9889679,40.73654938,New York,Flatiron District
-73.95783234,40.71004105,Brooklyn,Williamsburg
-73.99121094,40.74998474,New York,Chelsea
-73.99160767,40.73040771,New York,Greenwich Village
-74.00547028,40.71520996,New York,Tribeca
-73.95606995,40.76436996,New York,Upper East Side
-73.97257233,40.75294113,New York,Turtle Bay
-73.98545837,40.73852158,New York,Gramercy Park
-73.97480011,40.75313568,New York,Midtown Center
-73.979599,40.74356079,New York,Kips Bay
-73.95733643,40.77735519,New York,Upper East Side
-73.96820068,40.7646904,New York,Upper East Side
-73.98851776,40.7642746,New York,Clinton
-73.94870758,40.77064896,New York,Upper East Side
-73.98381805,40.76211929,New York,Theater District-Times Square
-73.9543457,40.7641449,New York,Upper East Side
-73.99886322,40.73431396,New York,Greenwich Village
-73.97624207,40.75286865,New York,Murray Hill
-73.97356415,40.78474045,New York,Upper West Side
-74.00177765,40.73936844,New York,West Village
-73.99316406,40.74237823,New York,Chelsea
-73.98170471,40.77740097,New York,Lincoln Square
0,0,,
-73.97073364,40.76789093,New York,Central Park
-73.95629883,40.78129578,New York,Upper East Side
-73.98492432,40.75762939,New York,Theater District-Times Square
-73.99415588,40.75141525,New York,Chelsea
-73.98471069,40.76398849,New York,Theater District-Times Square
-74.00550079,40.74847031,New York,Chelsea
-73.96980286,40.76096344,New York,Midtown Center
-73.98605347,40.75847244,New York,Theater District-Times Square
-73.97499084,40.78264999,New York,Upper West Side
-73.98874664,40.75875473,New York,Clinton
-73.99147797,40.77008057,New York,Clinton
-73.87293243,40.77399063,Flushing,
-73.97829437,40.67960358,Brooklyn,Park Slope
-73.96937561,40.76586914,New York,Upper East Side
-73.98159027,40.7806778,New York,Upper West Side
-73.99152374,40.74994278,New York,Chelsea
-73.95497131,40.77352524,New York,Yorkville
-73.98928833,40.75807953,New York,Clinton
-73.98415375,40.75746155,New York,Theater District-Times Square
-73.97697449,40.75640106,New York,Midtown Center
-73.86351013,40.76986313,Flushing,
-73.98197174,40.73192978,New York,Stuyvesant Town
-73.99043274,40.75140381,New York,Garment District
-74.00308228,40.74916458,New York,Chelsea
-73.95918274,40.76792908,New York,Upper East Side
-73.77672577,40.64532852,Jamaica,
-73.97589874,40.76123047,New York,Midtown Center
-73.97100067,40.79573822,New York,Upper West Side
-73.9723053,40.78641129,New York,Upper West Side
-73.98143005,40.75022125,New York,Midtown South Central
-73.97836304,40.77809143,New York,Upper West Side
-73.97708893,40.72644043,New York,East Village
-73.98129272,40.76493073,New York,Clinton
-74.00680542,40.74394226,New York,Chelsea
-73.97100067,40.76464844,New York,Upper East Side
-73.98747253,40.77033234,New York,Lincoln Square
-73.97995758,40.74311829,New York,Kips Bay
-73.98782349,40.77010727,New York,Clinton
-73.95134735,40.77855682,New York,Yorkville
-73.98137665,40.77322388,New York,Lincoln Square
-74.00878906,40.70442963,New York,Financial District
-73.95326996,40.78268051,New York,Upper East Side
-73.978302,40.76334,New York,Clinton
-73.98358154,40.76211166,New York,Theater District-Times Square
-74.00630951,40.73397064,New York,West Village
-73.95739746,40.76997757,New York,Upper East Side
-73.99482727,40.745121,New York,Chelsea
-73.95129395,40.79121017,New York,East Harlem
-73.97839355,40.75484085,New York,Midtown Center
-73.97200775,40.75703049,New York,Midtown Center
-73.95656586,40.76699829,New York,Upper East Side
-73.98436737,40.76644897,New York,Clinton
-73.96283722,40.77251816,New York,Upper East Side
-73.9961853,40.76652527,New York,Clinton
-73.99626923,40.74035263,New York,Chelsea
-73.99611664,40.73254013,New York,Greenwich Village
-73.78226471,40.64472961,Jamaica,
-73.96598053,40.79000092,New York,Upper West Side
-74.0072937,40.70453262,New York,Financial District
-74.00486755,40.74091721,New York,Chelsea
-73.97373962,40.76437378,New York,Midtown Center
-73.98403931,40.76636887,New York,Clinton
-74.01115417,40.7136879,New York,Tribeca
-73.98085785,40.78195572,New York,Upper West Side
-73.97537994,40.75455856,New York,Midtown Center
-73.98130035,40.69010925,Brooklyn,Downtown Brooklyn
-73.9831543,40.76589966,New York,Clinton
-73.98930359,40.73975372,New York,Flatiron District
-73.95764923,40.76857376,New York,Upper East Side
-73.97822571,40.77278137,New York,Lincoln Square
-74.0019455,40.73511124,New York,West Village
-73.97277832,40.74626541,New York,Murray Hill
-73.99983978,40.71747971,New York,Chinatown
-73.97561646,40.75577164,New York,Midtown Center
-73.97562408,40.76458359,New York,Midtown Center
-73.9826889,40.75082779,New York,Midtown South Central
-73.96537018,40.7748909,New York,Upper East Side
-73.86373138,40.7695961,Flushing,
-74.00584412,40.71773148,New York,Tribeca
-73.99192047,40.75812149,New York,Clinton
-74.00224304,40.72951508,New York,Greenwich Village
-73.96981049,40.75064087,New York,Turtle Bay
-73.97029114,40.76483154,New York,Upper East Side
-74.00359344,40.74164963,New York,Chelsea
-74.00358582,40.70804977,New York,Financial District
-73.97905731,40.77209473,New York,Lincoln Square
-73.92992401,40.76182556,Astoria,Astoria
-73.99479675,40.74501038,New York,Chelsea
-73.97967529,40.75540161,New York,Midtown Center
-73.98989868,40.73418045,New York,Greenwich Village
-73.98900604,40.74861908,New York,Chelsea
-74.00006866,40.72917557,New York,Greenwich Village
-73.9903717,40.7559166,New York,Garment District
-74.00935364,40.7131691,New York,Tribeca
-73.98339081,40.76594925,New York,Clinton
-73.9909668,40.74964142,New York,Chelsea
-74.01525116,40.7093811,New York,Battery Park City
-73.97102356,40.75796127,New York,Midtown Center
-73.99291992,40.72409821,New York,Nolita
-73.99208069,40.72718048,New York,Noho
-73.97901917,40.75047684,New York,Midtown South Central
-73.97277069,40.76119614,New York,Midtown Center
-73.97227478,40.75568008,New York,Midtown Center
-73.98812866,40.74921036,New York,Koreatown
-73.94950104,40.78187561,New York,Yorkville
-73.98238373,40.7713089,New York,Lincoln Square
-73.98654175,40.74006271,New York,Flatiron District
-73.96491241,40.76430511,New York,Upper East Side
-74.00271606,40.73983765,New York,Chelsea
-73.98815918,40.73749924,New York,Gramercy Park
-73.96109772,40.76111984,New York,Upper East Side
-73.89116669,40.74911118,Jackson Heights,Jackson Heights
0,0,,
-73.98464966,40.72876358,New York,East Village
-73.98969269,40.72040558,New York,Lower East Side
-73.98936462,40.74164581,New York,Midtown South Central
-73.98979187,40.73920059,New York,Flatiron District
-73.98777008,40.71923828,New York,Lower East Side
-73.9467926,40.77218246,New York,Yorkville
-73.94691467,40.77256775,New York,Yorkville
-74.00366211,40.7262764,New York,Soho
-73.98052979,40.78051376,New York,Upper West Side
-73.98902893,40.74632263,New York,Midtown South Central
-73.96362305,40.76559448,New York,Upper East Side
-74.01783752,40.70645523,New York,Battery Park City
-74.01514435,40.70494461,New York,Financial District
-73.9817276,40.74951553,New York,Midtown South Central
-73.97733307,40.75785065,New York,Midtown Center
-73.95270538,40.78358841,New York,Upper East Side
-73.95456696,40.78402328,New York,Upper East Side
-73.96906281,40.75168228,New York,Turtle Bay
-73.98174286,40.75235748,New York,Midtown South Central
-73.78324127,40.64413071,Jamaica,
-73.9940033,40.75114441,New York,Chelsea
-73.94449615,40.77928925,New York,Yorkville
-73.99645996,40.74301147,New York,Chelsea
-74.0007019,40.72095871,New York,Soho
-73.87450409,40.77415085,Flushing,
-73.78189087,40.64464188,Jamaica,
-73.96234131,40.79505539,New York,Upper West Side
-73.9895401,40.71910477,New York,Lower East Side
-74.00556946,40.73690033,New York,West Village
-73.96910858,40.74909592,New York,Turtle Bay
-73.95907593,40.78339005,New York,Upper East Side
-73.98799133,40.71999359,New York,Lower East Side
-73.97750854,40.75394058,New York,Midtown Center
-73.98873138,40.73401642,New York,Gramercy Park
-73.98292542,40.73957825,New York,Kips Bay
-73.98400116,40.746315,New York,Midtown South Central
-73.94186401,40.82285309,New York,Harlem
-73.94242859,40.75417328,Long Island City,Long Island City
-73.99537659,40.74471664,New York,Chelsea
-74.00891876,40.71932602,New York,Tribeca
-73.98146057,40.76321411,New York,Clinton
-73.97853088,40.772995,New York,Lincoln Square
-73.97644806,40.68638611,Brooklyn,Fort Greene
-73.99234772,40.71510315,New York,Chinatown
-73.97089386,40.76079941,New York,Midtown Center
-73.94779968,40.78053284,New York,Yorkville
-73.99804688,40.72272491,New York,Soho
-73.97833252,40.75224304,New York,Midtown South Central
-73.95607758,40.77835464,New York,Upper East Side
-73.97212982,40.76161957,New York,Midtown Center
-73.97830963,40.77319336,New York,Lincoln Square
-74.00812531,40.72182465,New York,Tribeca
-73.9985199,40.72467041,New York,Soho
-73.99423981,40.72857666,New York,Greenwich Village
-73.97685242,40.74744415,New York,Murray Hill
-73.98127747,40.76901627,New York,Lincoln Square
-73.95367432,40.77528381,New York,Yorkville
-73.97916412,40.7533989,New York,Midtown Center
-73.86334229,40.77034378,Flushing,
-73.92582703,40.74559021,Sunnyside,Sunnyside
-73.95053864,40.79223633,New York,East Harlem
-73.98322296,40.74448013,New York,Kips Bay
-73.97528076,40.74957275,New York,Murray Hill
-73.97772217,40.7789917,New York,Upper West Side
-73.98717499,40.73817825,New York,Gramercy Park
-73.86463928,40.77036285,Flushing,
-73.98430634,40.74920273,New York,Koreatown
-73.8626709,40.7689209,Flushing,
0,0,,
-73.96207428,40.77353668,New York,Upper East Side
-73.78869629,40.64154434,Jamaica,
-73.97808838,40.75249863,New York,Midtown Center
-73.98413086,40.73851013,New York,Gramercy Park
-73.96916199,40.7569046,New York,Turtle Bay
-74.01015472,40.70805359,New York,Financial District
-73.99932861,40.74978638,New York,Chelsea
-73.95495605,40.77759552,New York,Upper East Side
-73.97530365,40.75583649,New York,Midtown Center
-73.97344208,40.76367569,New York,Midtown Center
-74.01709747,40.70536041,New York,Battery Park City
-73.95320129,40.78265762,New York,Upper East Side
-73.96989441,40.68954086,Brooklyn,Clinton Hill
-73.97956085,40.75469589,New York,Midtown Center
0,0,,
-73.97310638,40.78533554,New York,Upper West Side
-73.97721863,40.68077469,Brooklyn,Park Slope
-73.86276245,40.76906586,Flushing,
0,0,,
-73.99612427,40.72517395,New York,Soho
-73.98068237,40.7747879,New York,Lincoln Square
-73.99736023,40.72160339,New York,Nolita
-73.99881744,40.73419952,New York,Greenwich Village
-73.9855957,40.76008987,New York,Theater District-Times Square
-73.96977234,40.75782394,New York,Midtown Center
-74.00401306,40.73817825,New York,West Village
-73.96910858,40.7633934,New York,Upper East Side
-73.79011536,40.64374542,Jamaica,
-73.95762634,40.76539993,New York,Upper East Side
-73.98959351,40.72382355,New York,East Village
-73.95418549,40.76623154,New York,Upper East Side
-73.9695282,40.78497696,New York,Upper West Side
-73.94944,40.77534103,New York,Yorkville
-73.98822784,40.71814728,New York,Lower East Side
-73.97476959,40.77793121,New York,Upper West Side
-73.97571564,40.78177261,New York,Upper West Side
-73.95021057,40.776474,New York,Yorkville
-74.00357056,40.72375488,New York,Soho
-73.98936462,40.75765228,New York,Theater District-Times Square
-73.95384216,40.77515793,New York,Yorkville
-73.98125458,40.76368713,New York,Clinton
-73.98625946,40.73049164,New York,East Village
-73.78223419,40.64476395,Jamaica,
-73.97427368,40.78325653,New York,Upper West Side
-73.9759903,40.77636719,New York,Upper West Side
-73.86288452,40.769207,Flushing,
-73.97379303,40.78718567,New York,Upper West Side
-73.98884583,40.76368332,New York,Clinton
-73.99391937,40.75675964,New York,Hells Kitchen
-73.97237396,40.74958038,New York,Murray Hill
-73.97544098,40.76417542,New York,Midtown Center
-74.00662994,40.74434662,New York,Chelsea
-73.99060059,40.74022293,New York,Flatiron District
-73.99656677,40.72359848,New York,Nolita
0,0,,
-73.98984528,40.74170685,New York,Midtown South Central
-73.98731232,40.71977234,New York,Lower East Side
-73.97486877,40.78790283,New York,Upper West Side
-73.9911499,40.73345947,New York,Greenwich Village
-73.9780426,40.74578857,New York,Murray Hill
-73.98320007,40.77109146,New York,Lincoln Square
-73.99874115,40.74536514,New York,Chelsea
-73.99836731,40.71594238,New York,Chinatown
-73.96917725,40.79839325,New York,Upper West Side
-73.97517395,40.78033447,New York,Upper West Side
-73.97792816,40.7571907,New York,Midtown Center
-73.9959259,40.76921082,New York,Clinton
-73.98762512,40.74794388,New York,Koreatown
-73.92001343,40.75778198,Astoria,Astoria
-73.95518494,40.80483627,New York,Morningside Heights
-73.98218536,40.73668671,New York,Gramercy Park
-73.98498535,40.74523163,New York,Midtown South Central
-73.99099731,40.75061035,New York,Chelsea
-73.95468903,40.77391052,New York,Yorkville
-73.97537231,40.76071167,New York,Midtown Center
-73.99226379,40.73208237,New York,Greenwich Village
-73.99629974,40.75381851,New York,Hells Kitchen
-73.98885345,40.72203064,New York,Lower East Side
-73.95585632,40.80397415,New York,Morningside Heights
-74.00648499,40.74470139,New York,Chelsea
-73.95542908,40.77924728,New York,Upper East Side
-73.96385193,40.75719452,New York,Turtle Bay
-73.99713135,40.73490524,New York,Greenwich Village
-73.96455383,40.76060486,New York,Turtle Bay
-73.99855042,40.76126099,New York,Clinton
-74.00049591,40.72873306,New York,Greenwich Village
-73.98992157,40.74638748,New York,Midtown South Central
-73.99319458,40.73078537,New York,Greenwich Village
-73.95285797,40.76784897,New York,Upper East Side
-73.78983307,40.64703751,Jamaica,
-73.96231842,40.75907898,New York,Sutton Place
-73.99668121,40.76343536,New York,Clinton
-74.00040436,40.71433258,New York,Civic Center
-74.0092392,40.72335052,New York,Tribeca
-73.98426056,40.74900055,New York,Koreatown
-73.79007721,40.64390945,Jamaica,
-73.94838715,40.77390671,New York,Yorkville
-73.99514008,40.74505234,New York,Chelsea
-74.00330353,40.72690964,New York,Soho
-73.97116852,40.79306793,New York,Upper West Side
-74.00080872,40.73394394,New York,West Village
-73.98725891,40.7203598,New York,Lower East Side
-73.95079041,40.74445724,Long Island City,Hunters Point
-73.78359985,40.64865494,Jamaica,
-73.99446869,40.74536514,New York,Chelsea
0,0,,
-74.00091553,40.73463058,New York,West Village
-73.99066925,40.76107407,New York,Clinton
-73.99734497,40.7141571,New York,Chinatown
-73.96675873,40.80401611,New York,Upper West Side
-73.99893951,40.73483276,New York,West Village
-73.98554993,40.74715424,New York,Koreatown
-73.97283173,40.67776108,Brooklyn,Prospect Heights
-73.98976898,40.72983551,New York,Greenwich Village
-73.99085236,40.76620102,New York,Clinton
-73.98468781,40.73700333,New York,Gramercy Park
-73.97331238,40.74404526,New York,Tudor City
-73.98628235,40.75910568,New York,Theater District-Times Square
-73.95449066,40.78979111,New York,East Harlem
-74.00003815,40.72848511,New York,Greenwich Village
-73.94467926,40.81387329,New York,Harlem
-74.00871277,40.72597885,New York,Soho
-73.97658539,40.75551605,New York,Midtown Center
-73.98006439,40.77021027,New York,Lincoln Square
-74.0003891,40.72400665,New York,Soho
-73.96892548,40.75186157,New York,Turtle Bay
-73.95293427,40.76669312,New York,Upper East Side
-73.9665451,40.76735306,New York,Upper East Side
-73.96325684,40.774189,New York,Upper East Side
-74.00251007,40.73371124,New York,West Village
-73.9877243,40.73819351,New York,Gramercy Park
-73.97886658,40.78504181,New York,Upper West Side
-73.97860718,40.76480103,New York,Clinton
-73.96127319,40.76897049,New York,Upper East Side
-73.98723602,40.75664139,New York,Theater District-Times Square
-74.00524902,40.74105453,New York,Chelsea
-73.96495819,40.75964737,New York,Turtle Bay
-73.98708344,40.76031876,New York,Theater District-Times Square
-74.0110321,40.71578979,New York,Tribeca
-73.97412872,40.75159073,New York,Midtown Center
-74.00252533,40.73960495,New York,West Village
-73.99420166,40.75109863,New York,Chelsea
-73.97549438,40.75481033,New York,Midtown Center
-73.97633362,40.73957825,New York,Kips Bay
-74.00254822,40.73958588,New York,West Village
-73.98720551,40.73318863,New York,East Village
-73.97473145,40.75328064,Astoria,Ditmars Steinway
-73.96368408,40.76580811,New York,Upper East Side
-73.98869324,40.75867081,New York,Theater District-Times Square
-74.01526642,40.70466995,New York,Financial District
-73.98509216,40.76898956,New York,Clinton
-73.97386932,40.74775314,New York,Murray Hill
-73.96114349,40.76514816,New York,Upper East Side
-73.99603271,40.75364304,New York,Garment District
-73.94008636,40.82541275,New York,Harlem
-73.98034668,40.73033524,New York,East Village
-74.00491333,40.75180054,New York,Chelsea
-74.00785828,40.74701691,New York,Chelsea
-73.99064636,40.74023056,New York,Flatiron District
-73.97639465,40.75554276,New York,Midtown Center
-73.98480225,40.75732803,New York,Theater District-Times Square
-73.99038696,40.75660706,New York,Garment District
-73.98765564,40.71834183,New York,Lower East Side
-73.97473145,40.74781036,New York,Murray Hill
-73.9812851,40.76357269,New York,Clinton
-73.9895401,40.7299614,New York,East Village
-73.95533752,40.7855835,New York,Upper East Side
-73.99462128,40.7487793,New York,Chelsea
-73.98025513,40.77556229,New York,Lincoln Square
-73.97805786,40.75238037,New York,Midtown Center
-73.98825836,40.72294617,New York,East Village
-74.00415039,40.7480278,New York,Chelsea
-74.00540161,40.72826004,New York,Soho
-73.99381256,40.76071167,New York,Clinton
-73.96915436,40.75850296,New York,Midtown Center
-73.86264801,40.76893234,Flushing,
-73.97872162,40.7508812,New York,Midtown South Central
-73.97944641,40.78962326,New York,Upper West Side
-74.00449371,40.71333313,New York,Civic Center
0,0,,
-73.99243164,40.75406265,New York,Garment District
-73.97219086,40.7944603,New York,Upper West Side
-73.95301056,40.79849243,New York,Harlem
-74.00443268,40.71667862,New York,Tribeca
-73.96537018,40.68614197,Brooklyn,Clinton Hill
-73.99182892,40.71603394,New York,Chinatown
-73.98574066,40.76374817,New York,Clinton
-73.97366333,40.78450394,New York,Upper West Side
-73.96777344,40.80273438,New York,Upper West Side
-73.95963287,40.75844193,New York,Sutton Place
-73.95844269,40.69268799,Brooklyn,Bedford-Stuyvesant
-74.00875854,40.71861649,New York,Tribeca
-73.9877243,40.72135162,New York,Lower East Side
-73.9899292,40.73296356,New York,Greenwich Village
-73.97299957,40.78555298,New York,Upper West Side
-73.98394012,40.74362946,New York,Midtown South Central
-73.99024963,40.73930359,New York,Flatiron District
-73.96676636,40.7613678,New York,Midtown Center
-73.98871613,40.75867844,New York,Theater District-Times Square
-73.98577118,40.75939178,New York,Theater District-Times Square
-74.00711823,40.74370575,New York,Chelsea
-73.9653244,40.77202606,New York,Upper East Side
-74.00025177,40.72880936,New York,Greenwich Village
-74.00247955,40.73937988,New York,West Village
-73.95353699,40.77524185,New York,Yorkville
-73.98951721,40.75727081,New York,Theater District-Times Square
-73.99131012,40.72978973,New York,Noho
-74.01018524,40.71224213,New York,Tribeca
-73.98838806,40.72351074,New York,East Village
-73.96990204,40.76290131,New York,Midtown Center
-73.99568176,40.74514771,New York,Chelsea
-73.97042847,40.7616272,New York,Midtown Center
-73.96307373,40.76924896,New York,Upper East Side
-73.98477173,40.76836014,New York,Clinton
-74.00113678,40.73523331,New York,West Village
-73.98749542,40.74430084,New York,Midtown South Central
-73.95494843,40.78612518,New York,Upper East Side
-73.99968719,40.72149277,New York,Chinatown
-73.95386505,40.778759,New York,Yorkville
-73.99868011,40.73489761,New York,West Village
-73.95352936,40.78234863,New York,Upper East Side
-73.98074341,40.75434875,New York,Midtown Center
-73.98614502,40.75858688,New York,Theater District-Times Square
-73.98258209,40.76763535,New York,Clinton
-73.95851898,40.80034256,New York,Upper West Side
-73.99237061,40.73807144,New York,Flatiron District
-73.99994659,40.73469162,New York,West Village
-74.00442505,40.72176361,New York,Soho
-73.99342346,40.73601913,New York,Greenwich Village
-73.92746735,40.81869507,Bronx,Mott Haven
-73.97943878,40.76715469,New York,Clinton
-73.98736572,40.72478104,New York,East Village
-73.97518921,40.75198364,New York,Midtown Center
-74.0041275,40.75191116,New York,Chelsea
-73.97659302,40.75585175,New York,Midtown Center
-73.97779083,40.78696823,New York,Upper West Side
-73.9792099,40.7653389,New York,Clinton
-73.98679352,40.66436386,Brooklyn,Park Slope
-73.98490143,40.74798965,New York,Koreatown
-73.98142242,40.74974823,New York,Midtown South Central
-73.7802124,40.64563751,Jamaica,
-73.86369324,40.76971436,Flushing,
-73.99308777,40.75185013,New York,Chelsea
-73.95565033,40.77933121,New York,Upper East Side
-73.95562744,40.77251816,New York,Upper East Side
-73.98521423,40.75347519,New York,Garment District
-73.99072266,40.75048828,New York,Chelsea
-73.98658752,40.76668549,New York,Clinton
-73.95760345,40.76852036,New York,Upper East Side
-73.96012115,40.76223373,New York,Upper East Side
-73.98038483,40.74104309,New York,Kips Bay
-73.95697021,40.77252579,New York,Upper East Side
-73.96103668,40.76940536,New York,Upper East Side
-73.98195648,40.77474976,New York,Lincoln Square
-73.97452545,40.7883606,New York,Upper West Side
-73.99635315,40.73822403,New York,Chelsea
-74.00734711,40.70592117,New York,Financial District
-73.97837067,40.7575264,New York,Midtown Center
-73.98540497,40.73565292,New York,Gramercy Park
-74.00654602,40.72126007,New York,Tribeca
-73.97727966,40.7521286,New York,Midtown Center
-73.95069885,40.77508926,New York,Yorkville
-73.98171997,40.75588608,New York,Midtown Center
-73.95430756,40.77823639,New York,Yorkville
-73.9895401,40.75680542,New York,Theater District-Times Square
-74.0149765,40.71431732,New York,Battery Park City
-73.97402954,40.73983383,New York,Kips Bay
-73.97317505,40.76466751,New York,Central Park
-73.98308563,40.74472046,New York,Kips Bay
-73.9848175,40.76026154,New York,Theater District-Times Square
-73.99714661,40.73734283,New York,West Village
-73.94269562,40.79046249,New York,East Harlem
-73.99736786,40.76219177,New York,Clinton
-73.9789505,40.77733612,New York,Lincoln Square
-73.99795532,40.76319885,New York,Clinton
-73.98500824,40.73910141,New York,Gramercy Park
-73.86340332,40.76953506,Flushing,
-73.98931122,40.75873947,New York,Clinton
-73.9786911,40.75252533,New York,Midtown Center
-73.95485687,40.78852081,New York,East Harlem
-73.98987579,40.73425293,New York,Greenwich Village
-73.98020172,40.75154114,New York,Midtown South Central
-73.98019409,40.75878525,New York,Midtown Center
-73.97826385,40.7546463,New York,Midtown Center
-73.98161316,40.73272324,New York,Gramercy Park
-73.99136353,40.73696136,New York,Flatiron District
-73.99002075,40.75648117,New York,Theater District-Times Square
-73.98517609,40.7323494,New York,East Village
-73.98822784,40.73743057,New York,Gramercy Park
-73.96843719,40.79192734,New York,Upper West Side
-73.95016479,40.78211212,New York,Yorkville
-73.98914337,40.76275635,New York,Clinton
-73.96118927,40.77178574,New York,Upper East Side
-73.98110962,40.74386215,New York,Kips Bay
-73.96731567,40.76332855,New York,Upper East Side
-73.96596527,40.75409317,New York,Turtle Bay
-73.97424316,40.73135376,New York,Stuyvesant Town
-73.99031067,40.73167038,New York,Greenwich Village
-73.97019958,40.76559067,New York,Upper East Side
-73.87442017,40.77394104,Flushing,
-73.98197174,40.76852036,New York,Clinton
-73.98558044,40.71788406,New York,Lower East Side
-73.93965912,40.75166321,Long Island City,Long Island City
-73.96175385,40.7643013,New York,Upper East Side
0,0,,
-73.97241974,40.74950027,New York,Murray Hill
-73.98695374,40.75268173,New York,Garment District
-73.79368591,40.64481354,Jamaica,
-73.95954132,40.77415085,New York,Upper East Side
-73.96890259,40.75449753,New York,Turtle Bay
-73.96221924,40.77903366,New York,Central Park
-73.99768829,40.73606873,New York,Greenwich Village
-73.96556091,40.75439453,New York,Turtle Bay
-73.97008514,40.75672531,New York,Turtle Bay
-73.94828796,40.7782402,New York,Yorkville
-73.95480347,40.76464844,New York,Upper East Side
-73.86346436,40.76970673,Flushing,
-73.99027252,40.76071167,New York,Clinton
-73.99465942,40.72820663,New York,Greenwich Village
-73.94872284,40.78890228,New York,East Harlem
-74.00595856,40.74003601,New York,West Village
-73.9541626,40.76417923,New York,Upper East Side
-73.9644165,40.76055908,New York,Turtle Bay
-73.9807663,40.75994873,New York,Theater District-Times Square
-74.01380157,40.70924377,New York,Financial District
-73.96672058,40.77286911,New York,Upper East Side
-73.97624969,40.74433899,New York,Kips Bay
-73.78952026,40.64733887,Jamaica,
-73.9896698,40.72971344,New York,East Village
-73.87072754,40.77369308,Flushing,East Elmhurst
-74.17806244,40.69015121,Newark,
-73.96360016,40.77432632,New York,Upper East Side
-73.99155426,40.75008392,New York,Chelsea
-73.97306061,40.7854538,New York,Upper West Side
-73.9925766,40.74345779,New York,Chelsea
-73.8637619,40.76960754,Flushing,
-73.9546814,40.78992081,New York,East Harlem
-73.98281097,40.75925827,New York,Theater District-Times Square
-73.87308502,40.77413559,Flushing,
-73.9577713,40.77476501,New York,Upper East Side
-73.96163177,40.77941132,New York,Upper East Side
-73.99684143,40.72565079,New York,Greenwich Village
-73.98616791,40.74033737,New York,Kips Bay
-73.9903717,40.75667191,New York,Garment District
-73.9598999,40.77410126,New York,Upper East Side
-73.95953369,40.78129959,New York,Upper East Side
-73.99578857,40.76420593,New York,Clinton
-73.94980621,40.77296066,New York,Yorkville
-73.97214508,40.76012802,New York,Midtown Center
0,0,,
-73.98075104,40.76399231,New York,Clinton
-73.9550705,40.77304459,New York,Upper East Side
-73.95417023,40.78445435,New York,Upper East Side
-73.98931885,40.77428055,New York,Lincoln Square
-73.98638153,40.74662018,New York,Midtown South Central
-74.00287628,40.73934937,New York,West Village
-73.77684021,40.64522552,Jamaica,
-73.99407959,40.74123001,New York,Flatiron District
-73.95671844,40.78363037,New York,Upper East Side
-73.97509003,40.75776672,New York,Midtown Center
-73.97878265,40.76683044,New York,Clinton
-73.99092102,40.75604248,New York,Garment District
-73.99820709,40.7542572,New York,Hells Kitchen
-73.96803284,40.7569809,New York,Turtle Bay
-73.98236847,40.73125839,New York,Stuyvesant Town
-73.99797058,40.76125717,New York,Clinton
-74.01347351,40.71297455,New York,Financial District
-73.94400787,40.77804565,New York,Yorkville
-73.97628784,40.76369476,New York,Midtown Center
-73.95410156,40.78747177,New York,East Harlem
-73.97125244,40.79553604,New York,Upper West Side
-73.95171356,40.77373886,New York,Yorkville
-73.99172211,40.74650955,New York,Chelsea
-73.78295898,40.64669418,Jamaica,
-73.96703339,40.75658035,New York,Turtle Bay
-73.97869873,40.76242065,New York,Clinton
-73.95272064,40.78351212,New York,Upper East Side
-73.97135925,40.75811005,New York,Midtown Center
0,0,,
-74.01636505,40.71003342,New York,Battery Park City
-73.9478302,40.78327942,New York,Yorkville
0,0,,
-73.98847961,40.7485199,New York,Koreatown
-73.80182648,40.66558456,Jamaica,South Ozone Park
-73.99801636,40.74270248,New York,Chelsea
-73.98204803,40.77842331,New York,Lincoln Square
-74.01727295,40.70492172,New York,Battery Park City
-74.00875854,40.71266937,New York,Tribeca
-73.99452209,40.73228073,New York,Greenwich Village
-73.95838928,40.7730484,New York,Upper East Side
-73.95155334,40.77211761,New York,Yorkville
-73.96112823,40.77772141,New York,Upper East Side
-73.99143982,40.75014877,New York,Chelsea
-73.99209595,40.73244476,New York,Greenwich Village
-73.99833679,40.72018051,New York,Chinatown
-73.96181488,40.75577927,New York,Sutton Place
-73.9934082,40.75253677,New York,Garment District
-73.9825058,40.76836777,New York,Clinton
-73.99532318,40.7494812,New York,Chelsea
-73.97819519,40.73681259,New York,Kips Bay
-73.97492981,40.75125122,New York,Midtown Center
-73.9808197,40.72988892,New York,East Village
-73.98681641,40.72976303,New York,East Village
-73.96227264,40.7705307,New York,Upper East Side
-73.9929657,40.76298141,New York,Clinton
-73.99102783,40.76103973,New York,Clinton
-74.00327301,40.72753143,New York,Soho
-74.01244354,40.71878815,New York,Tribeca
-73.9721756,40.75958252,New York,Midtown Center
-73.962883,40.77797699,New York,Upper East Side
-73.96509552,40.75797653,New York,Turtle Bay
-74.00534821,40.74196243,New York,Chelsea
-74.00798035,40.7390213,New York,West Village
-74.00011444,40.71764374,New York,Chinatown
-73.99832916,40.74557877,New York,Chelsea
-73.98715973,40.74064636,New York,Midtown South Central
-74.01291656,40.71625519,New York,Battery Park City
-73.98123169,40.74161148,New York,Kips Bay
-73.98394775,40.75833511,New York,Theater District-Times Square
-73.96356964,40.75691986,New York,Sutton Place
-73.97042847,40.7967186,New York,Upper West Side
-73.99123383,40.74719238,New York,Chelsea
