STT,pickup_longitude,pickup_latitude,PUcity,PUdistrict
9345,-73.97723,40.75043,New York,Murray Hill
9346,-73.9866,40.73407,New York,Gramercy Park
9347,-73.99293,40.74947,New York,Chelsea
9348,-73.99351,40.74001,New York,Flatiron District
9349,-73.98746,40.64129,Brooklyn,Borough Park
9350,-73.97562,40.74544,New York,Murray Hill
9351,-73.9988,40.73466,New York,West Village
9352,-73.99433,40.76145,New York,Clinton
9353,-73.98698,40.69564,Brooklyn,Downtown Brooklyn
9354,-73.87071,40.77365,Flushing,East Elmhurst
9355,-73.95516,40.76717,New York,Upper East Side
9356,-73.99813,40.74576,New York,Chelsea
9357,-73.99401,40.7512,New York,Chelsea
9358,-73.97037,40.75658,New York,Midtown Center
9359,-73.98401,40.76687,New York,Clinton
9360,-73.97289,40.75886,New York,Midtown Center
9361,-74.01364,40.71389,New York,Battery Park City
9362,-73.99461,40.75054,New York,Chelsea
9363,-74.01089,40.71903,New York,Tribeca
9364,-74.00324,40.74917,New York,Chelsea
9365,-73.97865,40.77759,New York,Upper West Side
9366,-73.97656,40.75731,New York,Midtown Center
9367,-73.96868,40.76454,New York,Upper East Side
9368,-73.99951,40.7615,New York,Clinton
9369,-73.99994,40.72866,New York,Greenwich Village
9370,-73.95823,40.77909,New York,Upper East Side
9371,-73.9925,40.72552,New York,Noho
9372,-73.96001,40.77647,New York,Upper East Side
9373,-73.98789,40.74101,New York,Midtown South Central
9374,-73.87106,40.77385,Flushing,East Elmhurst
9375,-74.01619,40.71618,New York,Battery Park City
9376,-73.97517,40.76161,New York,Midtown Center
9377,-73.97055,40.79657,New York,Upper West Side
9378,-73.99572,40.6953,Brooklyn,
9379,-73.99013,40.75615,New York,Theater District-Times Square
9380,-73.98366,40.76059,New York,Theater District-Times Square
9381,-73.97857,40.7668,New York,Clinton
9382,-73.99442,40.73464,New York,Greenwich Village
9383,-73.99282,40.73733,New York,Flatiron District
9384,-73.97983,40.7589,New York,Midtown Center
9385,-73.9856,40.74107,New York,Kips Bay
9386,-73.93778,40.74876,Long Island City,Sunnyside
9387,-73.99281,40.72373,New York,Nolita
9388,-73.98043,40.74292,New York,Kips Bay
9389,-73.88884,40.74716,Jackson Heights,Jackson Heights
9390,-73.95184,40.77774,New York,Yorkville
9391,-73.98269,40.77175,New York,Lincoln Square
9392,-73.97813,40.75239,New York,Midtown Center
9393,-74.00588,40.7412,New York,Chelsea
9394,-74.009,40.71878,New York,Tribeca
9395,-73.95546,40.76631,New York,Upper East Side
9396,-73.97898,40.76334,New York,Clinton
9397,-73.98971,40.73934,New York,Flatiron District
9398,-74.00142,40.73126,New York,West Village
9399,-73.98194,40.74337,New York,Kips Bay
9400,-73.98513,40.7585,New York,Theater District-Times Square
9401,-74.00996,40.70519,New York,Financial District
9402,-73.99512,40.73998,New York,Chelsea
9403,-73.96688,40.75677,New York,Turtle Bay
9404,-73.96737,40.75703,New York,Turtle Bay
9405,-73.99452,40.76103,New York,Clinton
9406,-73.99421,40.75013,New York,Chelsea
9407,-73.98284,40.75043,New York,Midtown South Central
9408,-73.96221,40.76304,New York,Upper East Side
9409,-74.00807,40.71471,New York,Tribeca
9410,-73.95567,40.7683,New York,Upper East Side
9411,-73.91076,40.74467,Woodside,Woodside
9412,-73.8745,40.77407,Flushing,
9413,-73.98041,40.7747,New York,Lincoln Square
9414,-74.00161,40.7358,New York,West Village
9415,-74.00529,40.74017,New York,West Village
9416,-73.86619,40.77094,Flushing,
9417,-73.99649,40.74423,New York,Chelsea
9418,-73.98538,40.74974,New York,Koreatown
9419,-73.97037,40.75196,New York,Turtle Bay
9420,-73.9542,40.77397,New York,Yorkville
9421,-74.00806,40.74486,New York,Chelsea
9422,-73.96353,40.77723,New York,Upper East Side
9423,-73.99422,40.72645,New York,Noho
9424,-73.9972,40.71936,New York,Little Italy
9425,-73.95469,40.76577,New York,Upper East Side
9426,-73.97978,40.76192,New York,Theater District-Times Square
9427,-73.97193,40.76304,New York,Midtown Center
9428,-73.98839,40.73785,New York,Flatiron District
9429,-73.99112,40.75455,New York,Garment District
9430,-73.78958,40.64353,Jamaica,
9431,-73.96003,40.77609,New York,Upper East Side
9432,-73.97602,40.78053,New York,Upper West Side
9433,-73.98254,40.74918,New York,Midtown South Central
9434,-73.98506,40.72679,New York,East Village
9435,-73.87212,40.77413,Flushing,
9436,-73.87092,40.77369,Flushing,East Elmhurst
9437,0,0,,
9438,-73.99155,40.73869,New York,Flatiron District
9439,-73.98355,40.74714,New York,Midtown South Central
9440,-74.00817,40.7148,New York,Tribeca
9441,-74.00236,40.73981,New York,Chelsea
9442,-73.98808,40.73211,New York,Greenwich Village
9443,-73.99392,40.74671,New York,Chelsea
9444,-73.95119,40.77438,New York,Yorkville
9445,-73.97163,40.78237,New York,Upper West Side
9446,-73.95489,40.77159,New York,Upper East Side
9447,-73.96638,40.76201,New York,Upper East Side
9448,-73.98085,40.72961,New York,East Village
9449,-73.78181,40.64477,Jamaica,
9450,-74.00383,40.72586,New York,Soho
9451,-73.99113,40.76556,New York,Clinton
9452,-73.97816,40.74586,New York,Murray Hill
9453,-73.95155,40.77784,New York,Yorkville
9454,-73.99106,40.73381,New York,Greenwich Village
9455,-73.98752,40.76563,New York,Clinton
9456,-73.98741,40.7291,New York,East Village
9457,-73.97751,40.75561,New York,Midtown Center
9458,-74.00155,40.75155,New York,Chelsea
9459,-73.99684,40.74292,New York,Chelsea
9460,-73.9849,40.76879,New York,Clinton
9461,-73.97734,40.76622,New York,Clinton
9462,-73.9774,40.75247,New York,Midtown Center
9463,-73.97464,40.7568,New York,Midtown Center
9464,-73.98026,40.73898,New York,Kips Bay
9465,-74.00123,40.72001,New York,Chinatown
9466,-73.95663,40.76675,New York,Upper East Side
9467,-73.96364,40.71382,Brooklyn,Williamsburg
9468,-73.98057,40.7601,New York,Midtown Center
9469,-73.98902,40.76347,New York,Clinton
9470,-73.96972,40.78491,New York,Upper West Side
9471,-74.00491,40.74164,New York,Chelsea
9472,-73.9709,40.75836,New York,Midtown Center
9473,-73.98574,40.67777,Brooklyn,Gowanus
9474,-73.98773,40.73264,New York,Greenwich Village
9475,-73.94499,40.77886,New York,Yorkville
9476,-73.98742,40.73311,New York,Greenwich Village
9477,-73.99955,40.73369,New York,West Village
9478,-73.98833,40.73465,New York,Gramercy Park
9479,-73.99146,40.74997,New York,Chelsea
9480,-73.97726,40.7428,New York,Kips Bay
9481,-73.9861,40.76905,New York,Clinton
9482,-73.94796,40.77887,New York,Yorkville
9483,-73.9761,40.76532,New York,Midtown Center
9484,-74.00571,40.73382,New York,West Village
9485,-73.9825,40.73995,New York,Kips Bay
9486,-74.00305,40.73305,New York,West Village
9487,-73.98201,40.74488,New York,Kips Bay
9488,-73.98152,40.78113,New York,Upper West Side
9489,-73.95617,40.80347,New York,Morningside Heights
9490,-73.99129,40.74712,New York,Chelsea
9491,-73.97847,40.75228,New York,Midtown South Central
9492,-73.98243,40.75189,New York,Midtown South Central
9493,-73.95297,40.76803,New York,Upper East Side
9494,-73.97211,40.78219,New York,Central Park
9495,-73.98377,40.77437,New York,Lincoln Square
9496,-73.98454,40.7541,New York,Midtown South Central
9497,-74.00767,40.74199,New York,Chelsea
9498,-73.99577,40.7643,New York,Clinton
9499,-73.99066,40.75003,New York,Chelsea
9500,-73.96847,40.76392,New York,Upper East Side
9501,-73.97429,40.76158,New York,Midtown Center
9502,-73.98256,40.77236,New York,Lincoln Square
9503,-73.99431,40.73531,New York,Greenwich Village
9504,-73.96785,40.76574,New York,Upper East Side
9505,-73.99775,40.7475,New York,Chelsea
9506,-73.98938,40.74399,New York,Midtown South Central
9507,-73.99647,40.75331,New York,Chelsea
9508,-73.98561,40.74695,New York,Midtown South Central
9509,-73.94478,40.83443,New York,Washington Heights South
9510,-73.99267,40.7284,New York,Noho
9511,-73.97852,40.72439,New York,East Village
9512,-73.99161,40.72734,New York,Noho
9513,-73.98953,40.75674,New York,Theater District-Times Square
9514,-73.99512,40.76024,New York,Clinton
9515,-73.9948,40.74008,New York,Flatiron District
9516,-73.9597,40.76018,New York,Upper East Side
9517,-73.95913,40.76798,New York,Upper East Side
9518,-73.98148,40.77378,New York,Lincoln Square
9519,-73.98202,40.77639,New York,Lincoln Square
9520,-73.9987,40.74014,New York,Chelsea
9521,-73.96803,40.79225,New York,Upper West Side
9522,-74.00452,40.72421,New York,Soho
9523,-73.95703,40.77753,New York,Upper East Side
9524,-73.97376,40.76175,New York,Midtown Center
9525,-73.96626,40.76488,New York,Upper East Side
9526,-74.00886,40.71123,New York,Financial District
9527,-73.96571,40.76695,New York,Upper East Side
9528,-74.00408,40.73152,New York,West Village
9529,-73.96817,40.8025,New York,Upper West Side
9530,-73.98273,40.78232,New York,Upper West Side
9531,-73.87324,40.77408,Flushing,
9532,-73.98997,40.73785,New York,Flatiron District
9533,-73.99144,40.74462,New York,Chelsea
9534,-73.98923,40.75762,New York,Theater District-Times Square
9535,-74.00949,40.72275,New York,Tribeca
9536,0,0,,
9537,-73.96461,40.76382,New York,Upper East Side
9538,-73.96695,40.80415,New York,Upper West Side
9539,-73.98995,40.73378,New York,Greenwich Village
9540,-73.96007,40.7734,New York,Upper East Side
9541,-73.99132,40.75016,New York,Chelsea
9542,-73.96549,40.75879,New York,Turtle Bay
9543,-73.97987,40.75949,New York,Midtown Center
9544,-74.013,40.70228,New York,Financial District
9545,-73.98668,40.73052,New York,East Village
9546,-73.96161,40.81141,New York,Morningside Heights
9547,-73.99367,40.70253,Brooklyn,
9548,-73.98761,40.75635,New York,Theater District-Times Square
9549,-73.94667,40.77682,New York,Yorkville
9550,-73.95481,40.77741,New York,Yorkville
9551,-73.97729,40.77263,New York,Central Park
9552,-73.7785,40.64676,Jamaica,
9553,-73.95294,40.78621,New York,Upper East Side
9554,-73.98772,40.74415,New York,Midtown South Central
9555,-73.961,40.76032,New York,Upper East Side
9556,-73.99447,40.75075,New York,Chelsea
9557,-73.98112,40.72069,New York,East Village
9558,-74.01084,40.71654,New York,Tribeca
9559,-73.97536,40.74562,New York,Murray Hill
9560,-73.98703,40.75029,New York,Koreatown
9561,-73.975,40.75027,New York,Murray Hill
9562,-73.97501,40.74176,New York,Kips Bay
9563,-73.98453,40.74357,New York,Midtown South Central
9564,-73.99185,40.75444,New York,Garment District
9565,-73.98586,40.76253,New York,Theater District-Times Square
9566,-73.985,40.72806,New York,East Village
9567,-73.98708,40.75046,New York,Koreatown
9568,-73.96756,40.75939,New York,Turtle Bay
9569,-73.98235,40.77244,New York,Lincoln Square
9570,-73.99818,40.72594,New York,Soho
9571,-73.99867,40.76033,New York,Hells Kitchen
9572,-74.00815,40.7391,New York,West Village
9573,-73.98186,40.77871,New York,Lincoln Square
9574,-73.98783,40.75994,New York,Clinton
9575,-73.9899,40.75695,New York,Theater District-Times Square
9576,-73.96139,40.76036,New York,Upper East Side
9577,-73.98589,40.75572,New York,Theater District-Times Square
9578,-73.98168,40.74415,New York,Kips Bay
9579,-73.97494,40.76374,New York,Midtown Center
9580,-73.97583,40.78654,New York,Upper West Side
9581,-73.98786,40.74989,New York,Garment District
9582,-74.00227,40.74019,New York,Chelsea
9583,-73.98037,40.78352,New York,Upper West Side
9584,-73.97014,40.75973,New York,Midtown Center
9585,-73.97877,40.76312,New York,Clinton
9586,-73.99417,40.75121,New York,Chelsea
9587,-73.94847,40.78235,New York,Yorkville
9588,-74.00398,40.74298,New York,Chelsea
9589,-73.99563,40.76135,New York,Clinton
9590,-73.94491,40.77961,New York,Yorkville
9591,-73.99875,40.74495,New York,Chelsea
9592,-74.00038,40.74621,New York,Chelsea
9593,-73.97981,40.75062,New York,Midtown South Central
9594,-73.96819,40.75529,New York,Turtle Bay
9595,-73.9795,40.73543,New York,Gramercy Park
9596,-74.00792,40.72417,New York,Soho
9597,-73.98128,40.76819,New York,Clinton
9598,-73.99559,40.74425,New York,Chelsea
9599,-73.97472,40.79359,New York,Upper West Side
9600,-73.99623,40.72386,New York,Nolita
9601,-74.00713,40.70493,New York,Financial District
9602,-73.86996,40.77379,Flushing,East Elmhurst
9603,-73.96327,40.77761,New York,Upper East Side
9604,-73.96076,40.76562,New York,Upper East Side
9605,-73.98465,40.76102,New York,Theater District-Times Square
9606,-73.94981,40.78201,New York,Yorkville
9607,-74.00777,40.72461,New York,Soho
9608,-73.99107,40.75553,New York,Garment District
9609,-73.95815,40.77299,New York,Upper East Side
9610,-74.0075,40.71763,New York,Tribeca
9611,-73.97082,40.75269,New York,Turtle Bay
9612,-73.9972,40.72223,New York,Soho
9613,-74.00634,40.73357,New York,West Village
9614,-73.98892,40.73624,New York,Gramercy Park
9615,-73.97402,40.73166,New York,Stuyvesant Town
9616,-74.0046,40.74207,New York,Chelsea
9617,-73.98529,40.74459,New York,Midtown South Central
9618,-74.00244,40.73965,New York,West Village
9619,-73.98316,40.74436,New York,Kips Bay
9620,-73.9656,40.7657,New York,Upper East Side
9621,-73.95798,40.77615,New York,Upper East Side
9622,-73.95423,40.76421,New York,Upper East Side
9623,-73.99175,40.73846,New York,Flatiron District
9624,-73.97849,40.74121,New York,Kips Bay
9625,-73.99955,40.72667,New York,Soho
9626,-73.97969,40.74372,New York,Kips Bay
9627,-73.96982,40.75605,New York,Turtle Bay
9628,-73.99014,40.75757,New York,Clinton
9629,-73.99188,40.71481,New York,Chinatown
9630,-74.00676,40.73159,New York,West Village
9631,-73.98104,40.76927,New York,Lincoln Square
9632,-74.00334,40.74895,New York,Chelsea
9633,-73.99374,40.72716,New York,Noho
9634,-73.97917,40.75258,New York,Midtown South Central
9635,-73.9897,40.70237,Brooklyn,Dumbo
9636,0,0,,
9637,-73.96804,40.76374,New York,Upper East Side
9638,-74.0085,40.74059,New York,Meatpacking District
9639,-73.78812,40.64173,Jamaica,
9640,-73.97171,40.74645,New York,Tudor City
9641,-73.94511,40.77855,New York,Yorkville
9642,-73.95965,40.76284,New York,Upper East Side
9643,-73.99223,40.72567,New York,Noho
9644,-74.00279,40.73982,New York,West Village
9645,-73.97782,40.74153,New York,Kips Bay
9646,-74.00924,40.71062,New York,Financial District
9647,-73.97186,40.7823,New York,Upper West Side
9648,-73.98385,40.72555,New York,East Village
9649,-73.99024,40.75679,New York,Garment District
9650,-74.00594,40.74033,New York,Meatpacking District
9651,-74.0068,40.73057,New York,West Village
9652,-73.98757,40.67158,Brooklyn,Park Slope
9653,-73.96788,40.80279,New York,Upper West Side
9654,-73.99755,40.74649,New York,Chelsea
9655,-73.97983,40.68237,Brooklyn,Boerum Hill
9656,-73.98551,40.72341,New York,East Village
9657,-73.96635,40.79456,New York,Upper West Side
9658,-73.86271,40.76883,Flushing,
9659,-73.97784,40.77864,New York,Upper West Side
9660,-73.96655,40.76102,New York,Turtle Bay
9661,-73.981,40.74465,New York,Kips Bay
9662,-73.96844,40.7552,New York,Turtle Bay
9663,-73.9719,40.74977,New York,Turtle Bay
9664,-73.99114,40.74567,New York,Chelsea
9665,-73.87068,40.77365,Flushing,East Elmhurst
9666,-73.99974,40.7148,New York,Chinatown
9667,-73.99578,40.76442,New York,Clinton
9668,-73.98442,40.72027,New York,Lower East Side
9669,-73.98869,40.73716,New York,Flatiron District
9670,-74.00529,40.72117,New York,Tribeca
9671,-73.98891,40.75383,New York,Garment District
9672,-73.99858,40.76404,New York,Clinton
9673,-73.99389,40.74517,New York,Chelsea
9674,-73.99026,40.72336,New York,Lower East Side
9675,-73.9895,40.74007,New York,Flatiron District
9676,-73.97335,40.75804,New York,Midtown Center
9677,-74.0023,40.73301,New York,West Village
9678,-73.95227,40.77741,New York,Yorkville
9679,-73.99162,40.74452,New York,Chelsea
9680,-74.00933,40.71034,New York,Financial District
9681,-73.97437,40.76242,New York,Midtown Center
9682,-73.99942,40.7337,New York,Greenwich Village
9683,-74.0074,40.73284,New York,West Village
9684,0,0,,
9685,-73.99181,40.74433,New York,Chelsea
9686,-73.97783,40.76346,New York,Clinton
9687,-74.01559,40.71092,New York,Battery Park City
9688,-73.99822,40.74063,New York,Chelsea
9689,-73.96768,40.76261,New York,Upper East Side
9690,-73.96706,40.75693,New York,Turtle Bay
9691,-73.98689,40.76134,New York,Clinton
9692,-73.97311,40.76378,New York,Midtown Center
9693,-73.97825,40.74859,New York,Murray Hill
9694,-73.96702,40.76131,New York,Midtown Center
9695,-73.98892,40.72073,New York,Lower East Side
9696,-73.98759,40.74145,New York,Midtown South Central
9697,-74.00578,40.74847,New York,Chelsea
9698,-73.98657,40.73051,New York,East Village
9699,-73.87151,40.73068,Elmhurst,Rego Park
9700,-73.96976,40.75682,New York,Turtle Bay
9701,-73.97628,40.77639,New York,Upper West Side
9702,-73.95982,40.75844,New York,Sutton Place
9703,-73.9892,40.73504,New York,Gramercy Park
9704,-73.9945,40.7169,New York,Chinatown
9705,-73.95362,40.77544,New York,Yorkville
9706,-73.97826,40.76214,New York,Midtown Center
9707,-73.98244,40.76721,New York,Clinton
9708,-73.97734,40.7593,New York,Midtown Center
9709,-73.98234,40.76462,New York,Clinton
9710,-73.97771,40.75215,New York,Murray Hill
9711,-74.01453,40.70504,New York,Financial District
9712,-73.9737,40.7642,New York,Midtown Center
9713,-73.98544,40.76773,New York,Clinton
