STT,dropoff_longitude,dropoff_latitude,DOCensus_Tract
2336,-73.99323,40.76765,13500
2337,-73.97778,40.74612,7800
2338,-73.9858,40.75628,11900
2339,-73.9888,40.73132,4200
2340,-73.99502,40.75002,10100
2341,-74.00646,40.7391,7900
2342,-73.99951,40.72848,6500
2343,-73.9531,40.78338,15801
2344,-73.98065,40.74277,7200
2345,-73.98556,40.73551,4800
2346,-73.97822,40.75136,8000
2347,-73.94336,40.836,24500
2348,-73.97277,40.76461,14300
2349,-74.00063,40.74237,8900
2350,-73.99025,40.74193,5800
2351,-73.98357,40.73425,4800
2352,-73.98657,40.75856,11900
2353,-74.01693,40.70649,31704
2354,-73.94371,40.7482,1900
2355,-73.94955,40.77698,14602
2356,-73.97906,40.72496,2602
2357,-73.96991,40.7685,12200
2358,-73.98201,40.75636,9600
2359,-73.99211,40.72585,5502
2360,-73.9903,40.7407,5800
2361,-74.01513,40.71561,31703
2362,-73.99511,40.75924,11500
2363,-73.98715,40.73625,5000
2364,-73.97193,40.74489,8601
2365,-74.00361,40.74768,9300
2366,-74.00213,40.68623,4700
2367,-73.94753,40.78777,16600
2368,-73.92247,40.6817,37900
2369,-74.01013,40.70983,1300
2370,-73.99797,40.76158,12900
2371,-73.99863,40.73818,8100
2372,-73.98494,40.74199,6800
2373,-73.97384,40.76123,10200
2374,-73.98239,40.77093,14900
2375,-74.00505,40.74124,8300
2376,-73.99008,40.71893,1800
2377,-74.00287,40.74843,9300
2378,-73.95329,40.78856,16002
2379,-74.01794,40.70542,31704
2380,-73.92911,40.69334,28900
2381,-73.98713,40.74486,7400
2382,-73.9691,40.75108,9000
2383,-74.00846,40.71673,3300
2384,-73.99313,40.72695,5502
2385,-73.99213,40.75119,10100
2386,-74.03691,40.61706,5400
2387,-73.99299,40.74303,9100
2388,-74.00292,40.73127,6700
2389,-73.97861,40.78577,16700
2390,-73.93809,40.80459,19600
2391,-74.00188,40.75494,9900
2392,-73.99168,40.74731,9500
2393,-73.97423,40.75676,10000
2394,-73.98209,40.7246,3200
2395,-73.99214,40.72486,3602
2396,-74.00594,40.72476,3700
2397,-73.97329,40.7576,10000
2398,-73.99865,40.71696,2900
2399,-73.956,40.78477,16001
2400,-73.90687,40.75889,29500
2401,0,0,
2402,-73.96772,40.79284,18100
2403,-73.98075,40.75916,9600
2404,-73.98267,40.76006,12500
2405,-74.00516,40.75053,9900
2406,0,0,
2407,-73.98503,40.67487,11900
2408,-73.97309,40.76143,10200
2409,-73.98044,40.73682,6400
2410,-73.97525,40.75913,10200
2411,-73.98806,40.75313,10900
2412,-73.99444,40.76327,12900
2413,-73.98527,40.75924,12500
2414,-74.00601,40.73519,7300
2415,-73.99727,40.6936,301
2416,-73.97587,40.7706,14300
2417,-73.98778,40.76431,13300
2418,-73.99531,40.7604,12900
2419,-73.98996,40.77238,15100
2420,-73.95913,40.77169,13400
2421,-73.97026,40.75631,9800
2422,-74.00629,40.74045,7900
2423,-73.98513,40.77503,15100
2424,-73.98971,40.73928,5200
2425,-73.97742,40.7647,13700
2426,-73.96962,40.79951,19100
2427,-73.9651,40.79286,18500
2428,-73.98658,40.75519,11300
2429,-73.968,40.76783,12200
2430,-73.90631,40.70419,54900
2431,-73.96531,40.75809,10800
2432,-73.98194,40.76671,13700
2433,-73.96112,40.71453,55300
2434,-73.94479,40.82659,23100
2435,-73.98047,40.76383,13700
2436,-73.98663,40.76256,13300
2437,-73.99704,40.72544,4900
2438,-73.96207,40.76774,12000
2439,-73.97889,40.72843,3400
2440,-73.9694,40.75752,9800
2441,-73.78204,40.64866,71600
2442,-73.98478,40.72415,3200
2443,-73.98225,40.74622,7400
2444,-73.97697,40.77669,15700
2445,-73.98376,40.78054,15900
2446,-73.98362,40.75024,8400
2447,-73.99392,40.74565,9100
2448,-73.99633,40.74303,8700
2449,-73.97778,40.7612,10400
2450,-73.92159,40.75584,15700
2451,-73.98049,40.75328,8200
2452,-73.98018,40.75895,9600
2453,-73.86195,40.76849,33100
2454,-73.96703,40.80023,19100
2455,-73.97864,40.78296,16700
2456,-73.95722,40.78025,15002
2457,0,0,
2458,-73.96287,40.76685,12000
2459,-73.9568,40.80417,20102
2460,-73.99613,40.75364,11100
2461,-73.99098,40.76586,13500
2462,-73.96254,40.75883,10601
2463,-73.98936,40.75346,10900
2464,-73.93946,40.7927,18000
2465,-73.98551,40.70375,2100
2466,-73.95738,40.80158,21600
2467,-73.99898,40.74468,9300
2468,-73.90836,40.88264,28500
2469,-74.00369,40.73817,7700
2470,-73.97326,40.75011,8800
2471,-74.00241,40.73427,7300
2472,0,0,
2473,-73.96057,40.77235,12800
2474,-73.76115,40.71429,48400
2475,-73.78198,40.64436,71600
2476,-73.98283,40.73613,6400
2477,-73.97882,40.7527,9400
2478,-73.95756,40.77895,14801
2479,-73.99574,40.75939,11700
2480,-73.97165,40.76043,10200
2481,-73.96926,40.75858,10000
2482,-73.98468,40.75238,8400
2483,-73.96213,40.80529,19701
2484,-73.98764,40.74905,7600
2485,-73.99276,40.75087,10100
2486,-73.95652,40.80275,21600
2487,-73.95436,40.74151,700
2488,-73.96052,40.77306,12800
2489,-73.96354,40.76432,11000
2490,0,0,
2491,-73.99976,40.73782,7100
2492,-73.99865,40.72621,4900
2493,-73.96441,40.80722,20300
2494,-73.96573,40.75543,9800
2495,-73.98308,40.69313,1500
2496,-73.99299,40.72694,5502
2497,-73.99264,40.69388,502
2498,-73.98441,40.72481,3200
2499,-74.00256,40.76067,11700
2500,-73.98604,40.74703,7600
2501,-73.95404,40.77379,13800
2502,-73.98339,40.76441,13100
2503,-74.00905,40.71108,1300
2504,-73.98704,40.72232,3001
2505,-74.00615,40.71178,1501
2506,-73.87247,40.77443,33100
2507,-73.9925,40.74327,5800
2508,-74.00984,40.72231,3900
2509,-73.97861,40.76388,13700
2510,-74.00507,40.74113,8300
2511,-73.9759,40.74478,7000
2512,-73.99836,40.72506,4900
2513,-73.9821,40.7698,14500
2514,-74.01754,40.70945,31704
2515,-74.00165,40.74671,9300
2516,-74.01012,40.71537,2100
2517,-74.00537,40.74829,9900
2518,-73.95396,40.77047,13200
2519,-73.99052,40.74426,5800
2520,-73.91812,40.75854,15900
2521,-73.97074,40.74945,8800
2522,-73.97536,40.7534,9200
2523,-73.9764,40.75716,9400
2524,-73.98096,40.74186,6800
2525,-73.99901,40.68093,6500
2526,-73.99568,40.71657,1600
2527,-73.96462,40.7573,10800
2528,-73.87117,40.77421,33100
2529,-73.97465,40.68155,12902
2530,-73.97179,40.7904,17700
2531,-73.95707,40.77848,14801
2532,-74.00638,40.70538,700
2533,-73.93756,40.79322,18000
2534,-74.00532,40.7462,9900
2535,-73.97781,40.74148,6600
2536,-73.9716,40.79227,17700
2537,-73.99149,40.75541,11500
2538,-73.99757,40.76138,12900
2539,-73.97118,40.75737,10000
2540,-73.75986,40.7238,49200
2541,-74.013,40.71742,31703
2542,-73.92632,40.74199,18900
2543,-74.0164,40.7052,1300
2544,-73.9533,40.77257,13400
2545,-73.94915,40.83405,24100
2546,-73.94638,40.78098,15400
2547,-73.98237,40.72355,3200
2548,-73.95347,40.76414,11600
2549,-74.00419,40.7425,8300
2550,-73.99624,40.7404,8700
2551,-73.95749,40.76996,12600
2552,-73.96145,40.7775,14200
2553,-74.00131,40.73637,7100
2554,-74.00062,40.75796,9900
2555,-73.9828,40.742,6800
2556,-73.98803,40.72258,3001
2557,-74.00636,40.73356,7500
2558,-73.97212,40.76259,11202
2559,-74.00218,40.75593,9900
2560,-73.9862,40.74742,7600
2561,-73.97075,40.78592,17300
2562,-73.99704,40.74243,8700
2563,-73.98552,40.73986,6800
2564,-73.95246,40.78154,14802
2565,-73.9943,40.73964,5400
2566,-73.97846,40.65493,150200
2567,-73.99744,40.76127,12900
2568,-73.9933,40.7549,11100
2569,-73.96293,40.76746,12000
2570,-73.99471,40.75037,10100
2571,-73.97616,40.77609,15700
2572,-73.93108,40.68328,29500
2573,-73.97304,40.74437,8601
2574,-74.00431,40.7416,8300
2575,-73.92687,40.86143,28500
2576,-74.00162,40.76215,11700
2577,-73.96291,40.77329,13000
2578,-73.87762,40.75466,27700
2579,-73.96179,40.75663,10601
2580,-73.99871,40.63908,11400
2581,-73.98699,40.76196,12700
2582,-74.00983,40.70763,700
2583,-74.00441,40.73102,6700
2584,-73.86163,40.76828,33100
2585,-73.9773,40.73376,4400
2586,-73.94957,40.77661,14601
2587,-73.99873,40.73468,6300
2588,-73.98392,40.75242,8400
2589,-74.00366,40.72274,4700
2590,-73.97806,40.7652,13700
2591,-73.98705,40.74733,7600
2592,-73.98155,40.74659,7200
2593,-73.98858,40.7462,7600
2594,-73.97512,40.7599,10200
2595,-73.94837,40.72514,57100
2596,-73.95078,40.77482,13600
2597,-74.17728,40.69521,980200
2598,-73.77634,40.64566,71600
2599,-73.96985,40.79042,17700
2600,-74.00571,40.74844,9900
2601,-73.99201,40.76975,13500
2602,-73.99165,40.76785,13500
2603,-74.00502,40.73761,7700
2604,-73.98226,40.76737,13700
2605,-73.98736,40.70022,1300
2606,-73.9814,40.78088,16300
2607,-73.96136,40.7726,12800
2608,-74.00321,40.73302,7300
2609,-74.00203,40.72444,4700
2610,-73.97453,40.7488,8800
2611,-73.95145,40.76993,13200
2612,0,0,
2613,-73.98413,40.75341,8400
2614,-73.98347,40.75931,12500
2615,-73.97438,40.78315,16500
2616,-74.00974,40.71286,2100
2617,-73.97259,40.74926,8800
2618,-73.99153,40.74659,9500
2619,-73.97404,40.78816,17300
2620,-73.99947,40.72686,5501
2621,-73.98685,40.73915,6800
2622,-73.92817,40.74405,17900
2623,-73.97906,40.75197,8200
2624,-73.97418,40.77886,16100
2625,-73.9898,40.75196,10900
2626,-73.985,40.74046,6800
2627,-73.98757,40.73276,4200
2628,-73.96008,40.78219,14300
2629,-73.97501,40.7508,8000
2630,-73.96281,40.77057,12800
2631,-73.98149,40.75349,8400
2632,-73.97939,40.76015,10400
2633,-73.98029,40.77819,15700
2634,-74.00143,40.7464,9300
2635,-73.86174,40.76845,33100
2636,-73.98141,40.73807,6400
2637,-73.95581,40.77229,13400
2638,-73.97767,40.73545,6000
2639,-73.95722,40.7831,15002
2640,-73.95505,40.70733,52900
2641,-73.91804,40.70074,43100
2642,-73.97511,40.73717,6200
2643,-73.96551,40.77098,13000
2644,-73.9919,40.74259,5800
2645,-73.99,40.73275,4200
2646,-73.98615,40.71885,1402
2647,-73.99357,40.74155,5800
2648,-73.9837,40.73102,4000
2649,-73.9757,40.75239,9200
2650,0,0,
2651,-73.97825,40.68498,3900
2652,-73.96044,40.77916,14200
2653,-73.94741,40.8254,23100
2654,0,0,
2655,-73.99667,40.73187,6300
2656,-73.97675,40.78341,16500
2657,0,0,
2658,-73.84927,40.72244,71100
2659,-73.96171,40.7798,14300
2660,-73.9483,40.80421,22000
2661,-73.95936,40.78117,15002
2662,-73.9815,40.74399,7200
2663,-73.9866,40.74282,5600
2664,-73.99911,40.74241,8700
2665,-73.95513,40.76743,12400
2666,-73.99661,40.72703,5501
2667,-73.94284,40.78751,16400
2668,-73.99188,40.71493,1600
2669,-73.97353,40.76301,11202
2670,-73.94853,40.7189,51500
2671,-73.92841,40.70217,42500
2672,0,0,
2673,-73.96483,40.7926,18100
2674,-73.98259,40.7676,14500
2675,-74.00101,40.74544,8900
2676,-73.98852,40.76932,13500
2677,-73.96998,40.76137,11203
2678,-73.99816,40.75507,11100
2679,-73.97823,40.74913,8000
2680,-73.94718,40.80523,20000
2681,-73.99278,40.73016,5700
2682,-73.99676,40.73208,6300
2683,-74.00609,40.73135,6700
2684,-74.00924,40.72638,3700
2685,-73.98399,40.7798,15900
2686,-73.93935,40.85125,27300
2687,-73.94985,40.78105,15400
2688,-73.99817,40.76411,12900
2689,-73.96192,40.80054,19300
2690,-73.9738,40.75352,9200
2691,-73.97779,40.73412,6000
2692,-73.98154,40.7438,7200
2693,-73.97778,40.74936,8000
2694,-74.00093,40.72928,6500
2695,-73.99472,40.74947,10100
2696,-73.96581,40.76027,10800
2697,-73.98615,40.73051,4000
2698,-74.00234,40.75605,9900
2699,-74.01619,40.70597,31704
2700,-73.96791,40.76844,12200
2701,-73.97701,40.7521,9200
2702,-73.97354,40.74837,8800
2703,-73.99072,40.74522,5800
2704,-73.97027,40.76183,11203
2705,-73.97893,40.76236,13100
2706,-73.95955,40.77139,12800
2707,-73.98046,40.74327,7200
2708,-73.97196,40.78646,17300
2709,-73.99106,40.71793,1800
2710,-73.95645,40.80226,21600
2711,-73.99145,40.75024,10100
2712,-73.98488,40.74298,5600
2713,-73.97184,40.79743,18700
2714,-73.88598,40.74291,48100
2715,-73.98776,40.69069,3700
2716,-74.0074,40.74106,7900
2717,-73.98039,40.76237,13100
2718,-73.9359,40.81211,21000
2719,-73.97389,40.78974,17500
2720,-73.94639,40.77265,13600
2721,-74.01125,40.71087,1300
2722,-73.9925,40.72489,5502
2723,0,0,
2724,-73.98235,40.77461,15300
2725,-73.98807,40.74777,7600
2726,-73.98891,40.75848,12100
2727,-73.98312,40.75594,9600
2728,-73.79049,40.64672,71600
2729,-73.98566,40.73999,6800
2730,-73.96481,40.75931,10800
2731,-74.00286,40.72345,4700
2732,-73.95619,40.78308,15002
2733,-73.9934,40.75171,10100
2734,-73.98932,40.73168,4200
2735,-73.98438,40.72056,3001
2736,-73.99362,40.71874,1800
2737,-73.99823,40.72266,4500
2738,-73.97839,40.76645,13700
2739,-73.92561,40.81342,5100
2740,-73.9898,40.70243,2100
2741,-74.00386,40.7307,6700
2742,-74.00299,40.74943,9900
2743,-74.0015,40.73937,8100
2744,-73.9797,40.75646,9600
2745,-73.99043,40.75754,12100
2746,-73.98198,40.76268,13100
2747,-73.97837,40.7527,9400
2748,-74.00454,40.74213,8300
2749,-73.91196,40.77504,11500
2750,-73.99175,40.7398,5400
2751,-73.93565,40.75722,3300
2752,-73.97424,40.78316,16500
2753,-73.98062,40.75099,8200
2754,-73.97692,40.74756,8000
2755,-73.96336,40.69367,19300
2756,-73.97269,40.79266,17900
2757,-73.98678,40.76476,13300
2758,-73.96343,40.77429,13000
2759,-74.00391,40.70748,1501
2760,-73.9802,40.77792,15700
2761,-74.00149,40.7244,4900
2762,-73.94391,40.72203,59100
2763,-73.98252,40.76512,13700
2764,-73.97814,40.77308,14300
2765,-73.96915,40.78947,17700
2766,-73.99372,40.76695,13500
2767,-73.88597,40.76896,33100
2768,-73.94665,40.78077,15400
2769,-73.96625,40.804,19900
2770,-73.97713,40.78478,16500
2771,-73.9952,40.73396,6300
2772,-73.86496,40.77048,33100
2773,-73.9458,40.77767,14402
2774,-73.97132,40.80079,19100
2775,-73.99374,40.71163,800
2776,-73.95435,40.77221,13400
2777,-73.94437,40.78366,16200
2778,-73.97713,40.76602,13700
2779,-73.98293,40.76468,13700
2780,-73.97296,40.78029,14300
2781,-73.86497,40.77042,33100
2782,-73.95576,40.7805,14802
2783,-73.98797,40.76239,12700
2784,-73.99008,40.77184,14700
2785,-73.98789,40.74936,7600
2786,0,0,
2787,-73.98386,40.7437,7400
2788,-73.98061,40.76469,13700
2789,-73.963,40.75814,10601
2790,-73.99333,40.7484,9500
2791,-74.00187,40.74919,9300
2792,-73.99468,40.74112,8700
2793,-73.97824,40.72922,3400
2794,-73.99546,40.68328,6700
2795,-73.95088,40.77455,13600
2796,-73.99014,40.75133,10900
2797,-73.94072,40.79825,18200
2798,-73.91005,40.75323,16300
2799,-73.97522,40.75565,9400
2800,-73.98279,40.67651,13300
2801,-73.91235,40.76858,6502
2802,-73.94206,40.78668,16200
2803,-73.99228,40.74916,10100
2804,-73.87056,40.77385,33100
2805,-73.98432,40.75947,12500
2806,-73.96048,40.77563,14000
2807,-73.98057,40.76399,13700
2808,-73.96434,40.71267,55100
2809,-73.98387,40.74073,6800
2810,-74.00753,40.74086,7900
2811,-73.9834,40.76452,13700
2812,-74.01077,40.71751,3900
2813,-73.99094,40.71334,600
2814,-74.00722,40.70922,1502
2815,-73.95129,40.77432,13800
2816,-73.9582,40.72183,55700
2817,-73.91337,40.84473,22702
2818,-73.95054,40.79321,16800
2819,-73.957,40.77514,14000
2820,-73.99055,40.76651,13500
2821,-73.99476,40.76062,12900
2822,-73.9516,40.7907,16800
2823,-73.96943,40.76673,12200
2824,-73.99478,40.76042,12100
2825,-73.95543,40.76863,12600
2826,-73.99104,40.70154,2100
2827,-73.95846,40.77805,14000
2828,-73.79086,40.71889,46400
2829,-73.99898,40.75465,11100
2830,-73.98879,40.72749,3800
2831,-73.98478,40.76421,13300
2832,-74.00584,40.74848,9900
2833,-73.98983,40.73992,5200
2834,-73.98958,40.72608,3800
2835,-73.97981,40.74345,7200
2836,-73.97585,40.75507,9400
2837,-73.99735,40.73418,6300
2838,-73.99439,40.71718,1600
2839,-73.98077,40.76975,14500
2840,-73.98674,40.75107,8400
2841,-73.96658,40.80431,19900
2842,-73.90366,40.74566,25900
2843,-73.99122,40.75025,10100
2844,-74.04047,40.73583,7700
2845,-73.98223,40.76465,13700
2846,-73.97342,40.76496,14300
2847,-74.01153,40.67244,5300
2848,-73.96624,40.76216,11402
2849,-73.9916,40.75062,10100
2850,-73.98192,40.76762,14500
2851,-73.98306,40.76701,13900
2852,-73.9732,40.74841,8800
2853,-73.99004,40.74328,5800
2854,-73.99561,40.75441,11100
2855,-73.96361,40.76187,11000
2856,-73.973,40.76432,14300
2857,-73.97904,40.76408,13700
2858,-73.99844,40.7089,2500
2859,-73.97366,40.7488,8800
2860,-73.96992,40.76463,11401
2861,-73.98387,40.76183,13100
2862,-73.98381,40.76522,13700
2863,-73.98598,40.7228,3002
2864,-73.98438,40.73732,5000
2865,-73.95988,40.77637,14000
2866,-73.88686,40.75332,28500
2867,-74.01124,40.71492,2100
2868,-74.00498,40.72989,6700
2869,-74.00783,40.72958,6900
2870,-73.94076,40.75587,8500
2871,-73.98171,40.76891,14500
2872,-73.94625,40.7791,15200
2873,-73.97651,40.75497,9200
2874,0,0,
2875,-73.95389,40.78477,16001
2876,0,0,
2877,-73.96553,40.79295,18500
2878,-73.96074,40.76548,11800
2879,-73.99474,40.76038,12100
2880,0,0,
2881,-73.98311,40.78175,16300
2882,-73.9881,40.73786,5200
2883,-74.00843,40.74747,9900
2884,-73.99386,40.7226,4300
2885,-74.01114,40.72919,6900
2886,-73.97829,40.76238,10400
2887,-73.89643,40.74606,26300
2888,-73.98065,40.73061,4400
2889,-73.99945,40.72418,4900
2890,-73.99583,40.76918,13500
2891,0,0,
2892,-73.99142,40.74985,10100
2893,-73.98689,40.72111,3001
2894,-73.9856,40.75766,11900
2895,-74.00469,40.73426,7300
2896,-73.9805,40.75935,10400
2897,-73.96461,40.76148,11000
2898,-73.98077,40.72991,3400
2899,-73.99604,40.64561,9000
2900,-73.98804,40.76235,12700
2901,-74.00398,40.74445,8900
2902,-73.9447,40.77666,14402
2903,-73.99372,40.7356,6100
2904,-73.96347,40.76434,11800
2905,-73.92235,40.76303,6100
2906,-73.96906,40.76258,11203
2907,-73.95003,40.77471,13600
2908,-73.94812,40.77854,14402
2909,-73.84678,40.72738,74100
2910,-73.98955,40.72606,3800
2911,-73.96506,40.7636,11000
2912,-73.99694,40.75044,10300
2913,-73.98055,40.76087,13100
2914,-73.98607,40.76215,12500
2915,-74.00931,40.71528,2100
2916,-73.99627,40.73839,8100
2917,-73.9953,40.76514,12900
2918,-73.99428,40.75425,11100
2919,-73.97483,40.78312,16500
2920,-73.95651,40.77809,14000
2921,0,0,
2922,-73.99151,40.75395,10900
2923,-73.9727,40.78664,16900
2924,-73.96349,40.75529,8603
2925,-73.97611,40.65201,50202
2926,-73.98848,40.75896,11900
2927,-73.96206,40.81034,20300
2928,-73.95981,40.77124,12800
2929,-73.9801,40.78122,16300
2930,-73.9907,40.75783,12100
2931,-73.98131,40.77361,15300
2932,-73.98229,40.77901,15900
2933,-73.98438,40.76096,12500
2934,-73.98612,40.73377,4800
2935,-73.974,40.74826,8800
2936,-73.98771,40.77543,15100
2937,-73.86005,40.73125,71701
2938,-73.95644,40.77134,13400
2939,-73.97238,40.78668,17300
2940,-73.99576,40.75953,11700
2941,-73.99707,40.73762,8100
2942,-73.99138,40.74877,10100
2943,-73.99109,40.73754,5200
2944,-73.9895,40.76947,13500
2945,-74.00881,40.7259,3700
2946,-73.97951,40.77631,15700
2947,-73.97204,40.75579,10000
2948,-73.95601,40.77285,13400
2949,-73.95484,40.78166,14802
2950,-73.98364,40.75206,8400
2951,-74.00726,40.70537,700
2952,-73.99401,40.76566,13500
2953,-73.95381,40.78447,15801
2954,-73.9975,40.71412,2900
2955,-73.94824,40.8038,19000
2956,-73.98826,40.71412,600
2957,-73.98414,40.75977,12500
2958,-73.99478,40.66306,14500
2959,-74.00133,40.72541,4900
2960,-73.99259,40.68597,6900
2961,-73.97991,40.75294,8200
2962,-73.97129,40.7826,14300
2963,-73.99232,40.71322,600
2964,-73.99447,40.74548,9100
2965,-73.98612,40.76729,13900
2966,-73.97445,40.76509,14300
2967,-73.98585,40.75227,8400
2968,-73.94818,40.78379,15601
2969,-73.9627,40.76538,11800
2970,-73.9764,40.75531,9400
2971,-74.00927,40.70658,700
2972,-73.92849,40.86266,28700
2973,-73.98349,40.73811,6400
2974,-73.98582,40.76214,12500
2975,-73.98864,40.76388,13300
2976,-73.99167,40.74398,5800
2977,-73.9614,40.776,14200
2978,-73.94897,40.79345,17401
2979,-73.89286,40.74656,26500
2980,-73.99057,40.66828,11700
2981,-73.95118,40.81852,21303
2982,-73.99016,40.74019,5600
2983,-73.98816,40.71289,600
2984,-73.97088,40.76727,14300
2985,-74.00121,40.74086,8100
2986,-73.97885,40.75265,9400
2987,-73.9235,40.76787,7300
2988,-73.99497,40.75016,10300
2989,-73.99087,40.746,9500
2990,-73.96607,40.76953,12200
2991,-73.97747,40.75203,8000
2992,-73.97809,40.7342,6000
2993,-73.91762,40.74265,23500
2994,-73.95882,40.78338,15002
2995,-73.96554,40.75852,10800
2996,-73.994,40.72694,5502
2997,-74.01122,40.70937,1300
2998,-73.98453,40.75451,11300
2999,-73.95821,40.78151,15002
3000,-73.98628,40.7486,7600
3001,-73.98323,40.75553,9600
3002,-73.95873,40.81511,21100
3003,-73.96264,40.70943,54900
3004,-73.96578,40.76534,12000
3005,-73.97165,40.74708,7800
3006,-73.95897,40.78193,15002
3007,-73.97631,40.78071,16500
3008,-74.00344,40.74569,8900
3009,-73.94304,40.8216,25900
3010,-73.95755,40.77363,13400
3011,-73.96983,40.76315,11401
3012,-73.98138,40.77902,15900
3013,-73.97303,40.75594,9200
3014,-73.96819,40.76826,12200
3015,-73.98094,40.76772,14300
3016,-73.83809,40.72109,75702
3017,-73.99101,40.74578,9500
3018,-73.99317,40.71309,800
3019,-74.00881,40.73705,7900
3020,-73.96456,40.75491,8603
3021,-73.99853,40.76099,12900
3022,-73.9875,40.77593,15100
3023,-73.98529,40.72758,3200
3024,-73.98689,40.75114,10900
3025,-73.95459,40.68577,22900
3026,-73.99322,40.72245,3601
3027,-73.96208,40.80538,19701
3028,-73.97328,40.75285,9200
3029,-73.98781,40.77372,15100
3030,-73.9153,40.75405,16100
3031,-73.95581,40.73296,56300
3032,-73.96187,40.77103,12800
3033,-73.95292,40.7888,16800
3034,-73.97911,40.75581,9400
3035,-73.86713,40.76882,35700
3036,-73.98215,40.74777,7400
3037,-73.98566,40.71158,201
3038,-73.98826,40.74912,7600
3039,-73.9875,40.74473,5800
3040,-73.97941,40.68653,3900
3041,-73.9901,40.76711,13500
3042,-73.97797,40.74562,7000
3043,-73.96213,40.75894,10601
3044,-73.98152,40.76324,13100
3045,-73.97708,40.72251,2601
3046,-73.87262,40.7745,33100
3047,-73.99206,40.73038,5700
3048,0,0,
3049,0,0,
3050,-73.80101,40.64618,71600
3051,-73.9842,40.75918,12500
3052,-73.95938,40.77611,14000
3053,-73.95638,40.7631,11600
3054,-74.00454,40.71622,3100
3055,-73.97406,40.75517,9200
3056,-73.83637,40.78451,94500
3057,-74.00964,40.73816,7900
3058,-73.98088,40.73235,4400
3059,-73.96385,40.77374,13000
3060,-73.98065,40.78081,16300
3061,-73.96595,40.76615,12000
3062,-73.97743,40.75693,9400
3063,-73.9916,40.74411,5800
3064,-73.97911,40.78726,17100
3065,-73.97188,40.75992,10000
3066,0,0,
3067,-73.99169,40.74488,9100
3068,-73.95448,40.77916,14802
3069,-73.95213,40.78699,15802
3070,-73.96341,40.77437,13000
3071,-73.94785,40.77093,13600
3072,-73.97946,40.74952,8000
3073,-73.95997,40.75826,10601
3074,-73.96734,40.7678,12200
3075,-74.00298,40.72456,4700
3076,-73.983,40.73166,4800
3077,-74.00254,40.76069,11700
3078,-73.94556,40.77838,15200
3079,-74.00527,40.74068,7900
3080,-73.97522,40.74554,7800
3081,-73.97399,40.75999,10200
3082,-73.98185,40.75809,12500
3083,-73.98246,40.77936,15900
3084,-73.98303,40.75744,11900
3085,-74.00797,40.74534,9900
3086,-74.00263,40.75521,9900
3087,-73.97883,40.76537,13700
3088,-74.00758,40.74843,9900
3089,-73.99068,40.75084,10100
3090,-73.96298,40.75793,10601
3091,-73.97901,40.75321,9400
3092,-73.96115,40.8017,19300
3093,-73.98457,40.75097,8400
3094,-73.98197,40.74966,8200
3095,-73.98249,40.73956,6600
3096,-73.9672,40.76161,11203
3097,-73.9774,40.75364,9200
3098,-73.98029,40.75151,8200
3099,-73.99032,40.74185,5800
3100,-73.97237,40.79432,18300
3101,-73.99099,40.74518,5800
3102,-73.98346,40.78357,16300
3103,-73.97627,40.76063,10400
3104,-73.821,40.70343,21600
3105,-73.86178,40.76842,33100
3106,-73.94499,40.61652,74600
3107,-73.97233,40.7624,11202
3108,-73.97498,40.78943,17500
3109,-73.9751,40.74925,8800
3110,-73.90302,40.72615,51700
3111,-74.00022,40.71881,4500
3112,-73.97097,40.75176,9000
3113,-73.97304,40.7906,17900
3114,-74.01114,40.71362,2100
3115,-74.00704,40.73304,7500
3116,-73.99146,40.74665,9500
3117,-73.94751,40.79041,16600
3118,-73.96119,40.76583,11800
3119,-73.97944,40.78368,16700
3120,-73.86534,40.77076,33100
3121,-73.96236,40.77461,13000
3122,-73.9729,40.7907,17900
3123,-73.99484,40.72758,5502
3124,-73.75918,40.69206,39400
3125,-73.99088,40.75055,10100
3126,-73.96205,40.7705,12800
3127,-73.9915,40.71751,1800
3128,-73.95633,40.78119,14802
3129,-73.96018,40.76873,12600
3130,-73.87291,40.77428,33100
3131,-73.98736,40.77087,14700
3132,-73.99047,40.77169,15100
3133,-73.97851,40.77742,15700
3134,-73.98764,40.73271,4200
3135,0,0,
3136,-73.95511,40.78752,16001
3137,0,0,
3138,-73.9784,40.7858,17100
3139,-73.97161,40.7608,10200
3140,-73.97455,40.763,11201
3141,-73.95119,40.77085,13200
3142,-73.9766,40.75833,10200
3143,-73.98428,40.76455,13100
3144,-73.78634,40.64507,71600
3145,-73.99522,40.74971,10100
3146,-73.99118,40.74862,10100
3147,-73.97352,40.74831,8800
3148,-73.95065,40.64188,82800
3149,-73.9484,40.70685,51100
3150,-73.99115,40.7554,11500
3151,-73.98227,40.73927,6400
3152,-73.97149,40.74403,8601
3153,-73.99734,40.72482,4900
3154,-74.00656,40.73376,7500
3155,-73.94309,40.67652,31300
3156,-74.00166,40.74032,8100
3157,-73.99048,40.7234,3601
3158,-73.99501,40.75023,10300
3159,-73.96366,40.76828,12000
3160,-73.97861,40.75412,9400
3161,-73.9488,40.78328,15601
3162,-73.99337,40.74219,8700
3163,-74.00488,40.7498,9900
3164,-73.97281,40.78566,16900
3165,-73.92124,40.76695,7100
3166,-73.95601,40.71388,51900
3167,-73.97884,40.77842,15700
3168,-73.99345,40.75144,10100
3169,-74.00509,40.73172,6700
3170,-73.99061,40.74623,9500
