STT,pickup_longitude,pickup_latitude,PUCensus_Tract
2004,-73.97835,40.74836,8000
2005,-73.96832,40.76253,11402
2006,-73.9924,40.74959,10100
2007,-73.97804,40.72943,3400
2008,-74.00605,40.73993,7900
2009,-73.96448,40.70744,53500
2010,-73.98828,40.73814,5200
2011,-73.98697,40.75581,11300
2012,-73.99666,40.72359,4300
2013,-73.98093,40.72985,3400
2014,-73.89646,40.74062,48300
2015,-73.99627,40.73293,6300
2016,-73.99766,40.72426,4300
2017,-73.97048,40.75607,9800
2018,-73.99586,40.75403,11100
2019,-73.95361,40.77545,13800
2020,-73.98601,40.72672,3800
2021,-73.98502,40.74511,7400
2022,-73.98367,40.72593,3200
2023,-73.98328,40.76314,13100
2024,-73.99437,40.75093,10100
2025,-73.98169,40.74683,7400
2026,-73.99267,40.72337,3601
2027,-73.97882,40.76187,10400
2028,-74.0048,40.73,6700
2029,0,0,
2030,-73.97093,40.75337,9000
2031,-73.949,40.77685,14402
2032,-73.92442,40.744,18101
2033,-74.00103,40.73165,6700
2034,-73.78188,40.64472,71600
2035,-73.88392,40.76306,32900
2036,-73.97434,40.7468,7800
2037,-73.98983,40.72969,4200
2038,-73.98833,40.74072,5600
2039,0,0,
2040,-73.97805,40.74585,7200
2041,-73.96225,40.77902,14300
2042,-73.94376,40.81544,22800
2043,-74.00149,40.73122,6700
2044,-73.98143,40.75973,12500
2045,-73.96713,40.76655,12000
2046,0,0,
2047,-73.95203,40.77765,14601
2048,-73.98492,40.74253,5600
2049,-73.96323,40.76888,12000
2050,-73.78987,40.64693,71600
2051,-73.95001,40.77712,14601
2052,-73.98663,40.74927,7600
2053,-73.98127,40.77417,15300
2054,-73.9824,40.75165,8400
2055,-73.95958,40.77682,14000
2056,-73.9926,40.74323,9100
2057,-74.01606,40.70633,31704
2058,-73.97312,40.75774,10000
2059,-73.96552,40.77272,13000
2060,-73.975,40.75251,9200
2061,-73.9539,40.77052,13200
2062,-73.99248,40.7551,11500
2063,-73.99006,40.75645,11300
2064,-73.95714,40.77045,13400
2065,-73.98104,40.74177,6800
2066,-73.96031,40.77397,14000
2067,-73.99295,40.74299,9100
2068,-73.96922,40.76676,12200
2069,-73.98839,40.76944,13500
2070,-73.96627,40.79459,18500
2071,-73.97329,40.75587,9200
2072,-73.95223,40.78148,14802
2073,-74.0037,40.71727,3300
2074,-73.99455,40.74978,10100
2075,-74.00192,40.73026,6700
2076,-73.9592,40.77759,14200
2077,-73.96728,40.76335,11402
2078,-73.97568,40.77642,14300
2079,-73.97536,40.78709,16900
2080,-73.99671,40.74209,8700
2081,-73.7819,40.64483,71600
2082,-73.99787,40.74502,9100
2083,-73.97483,40.75624,9400
2084,0,0,
2085,-73.97834,40.74564,7200
2086,-73.99122,40.73264,6100
2087,-73.98931,40.72638,3800
2088,-73.9622,40.77323,12800
2089,-73.96456,40.7697,12000
2090,-74.00654,40.73187,7300
2091,-73.7767,40.64534,71600
2092,-73.97723,40.764,11201
2093,-73.96254,40.76732,12000
2094,-73.98564,40.74109,6800
2095,-73.98538,40.72767,3800
2096,-74.005,40.75157,9900
2097,-74.0025,40.70891,1501
2098,-73.99041,40.72885,3800
2099,-73.9557,40.78196,14802
2100,-73.98418,40.755,11900
2101,-74.0094,40.72409,3900
2102,-73.98137,40.73306,4800
2103,-73.98082,40.75082,8200
2104,-74.0015,40.73202,6700
2105,-73.95333,40.76739,12400
2106,-74.02437,40.76261,17900
2107,-73.99128,40.73897,5200
2108,-73.99797,40.75656,9900
2109,-73.97525,40.78825,17500
2110,-73.87314,40.7741,33100
2111,-73.94693,40.71943,49900
2112,-73.98204,40.77349,14900
2113,-73.96948,40.79019,17700
2114,-74.00602,40.73524,7300
2115,-73.99148,40.739,5400
2116,-73.96868,40.79627,18500
2117,-73.9676,40.76185,11203
2118,-73.98184,40.73224,4400
2119,-73.98615,40.72695,3800
2120,-73.98637,40.73886,6800
2121,-73.98316,40.75058,8400
2122,-73.98424,40.7249,3200
2123,-73.96587,40.80063,19500
2124,-74.00166,40.73771,7700
2125,-73.95422,40.76618,12400
2126,-73.99999,40.72998,6500
2127,-74.00222,40.73455,7300
2128,-74.00448,40.74229,8300
2129,-73.99442,40.75106,10300
2130,-74.00641,40.74374,8300
2131,-73.98749,40.72854,3800
2132,-73.8627,40.7689,33100
2133,-73.98124,40.74129,6600
2134,-73.98648,40.75162,10900
2135,-73.99121,40.76544,13300
2136,-74.00492,40.74068,7700
2137,-73.98401,40.74674,7400
2138,-73.993,40.72287,3601
2139,-73.9784,40.76486,13700
2140,-73.99832,40.726,4900
2141,-74.00429,40.74226,8300
2142,-73.99294,40.75314,11100
2143,-73.95641,40.77782,14000
2144,-73.96199,40.77061,12800
2145,-73.77675,40.64528,71600
2146,-73.95289,40.77648,13800
2147,-73.98312,40.74148,6800
2148,-73.97856,40.77778,15700
2149,-73.96913,40.75852,10000
2150,-73.87439,40.77407,33100
2151,-73.97125,40.76052,10000
2152,-73.9811,40.75033,8200
2153,-73.98467,40.73208,4000
2154,-73.98618,40.74014,6800
2155,-73.96671,40.79373,18500
2156,-73.99072,40.73059,5700
2157,-73.96041,40.76161,10602
2158,0,0,
2159,-74.00209,40.73276,6700
2160,-73.98322,40.7776,15900
2161,-74.00712,40.72873,3700
2162,-73.99545,40.72492,4300
2163,-73.97226,40.7931,17900
2164,-73.99484,40.76101,12900
2165,-73.96035,40.77878,14200
2166,-73.97222,40.74977,8800
2167,-73.98233,40.74026,6800
2168,-73.97098,40.75491,9000
2169,-73.7804,40.64605,71600
2170,-73.99601,40.74918,9700
2171,-74.00639,40.72882,6700
2172,-73.97294,40.79322,17900
2173,-73.97841,40.74176,7000
2174,-73.98211,40.76837,14500
2175,-73.98025,40.74583,7200
2176,-73.99995,40.71793,2900
2177,-73.96044,40.76616,11800
2178,-73.93911,40.75257,3300
2179,-73.94699,40.77617,14402
2180,-73.97517,40.79344,17900
2181,-73.97113,40.75117,9000
2182,-73.98315,40.73904,6800
2183,-73.95471,40.76546,11600
2184,-73.99867,40.72454,4900
2185,-73.97627,40.73983,6200
2186,-73.94886,40.71043,51300
2187,-73.97768,40.75775,9400
2188,-74.00107,40.75214,9900
2189,-73.86269,40.76884,33100
2190,-73.99014,40.75104,10900
2191,-73.98879,40.73079,4000
2192,-73.98713,40.73334,4800
2193,-73.95979,40.65539,79601
2194,-73.995,40.72744,5502
2195,-73.96189,40.7762,14200
2196,-73.96175,40.76422,11800
2197,-73.95483,40.76364,11600
2198,-73.97084,40.78602,17300
2199,-73.97389,40.76309,11201
2200,-73.9944,40.76107,12100
2201,-74.00322,40.72738,3700
2202,-73.981,40.74957,8200
2203,-73.98153,40.73275,4800
2204,-73.9513,40.77863,14602
2205,-73.9867,40.74848,7600
2206,-74.00392,40.73753,7700
2207,-73.96009,40.71051,52300
2208,-73.97476,40.75193,9200
2209,-73.98206,40.77809,15900
2210,-73.97287,40.75959,10200
2211,-73.97549,40.74533,7800
2212,-73.96183,40.76765,11800
2213,-73.98875,40.72099,3001
2214,-73.964,40.77663,14300
2215,-73.98088,40.76773,14300
2216,-73.97673,40.78416,16500
2217,-73.994,40.73256,5900
2218,-73.973,40.75275,9000
2219,-73.98302,40.72273,3200
2220,-74.0082,40.72594,3700
2221,-73.98719,40.7488,7600
2222,-73.9895,40.75727,11900
2223,-73.96254,40.76696,11800
2224,-73.90229,40.77588,12301
2225,-73.87318,40.7742,33100
2226,-73.93767,40.80395,19600
2227,-73.98199,40.76937,14500
2228,-74.00372,40.74864,9900
2229,-73.78193,40.64471,71600
2230,-73.87101,40.7738,33100
2231,-73.98942,40.72091,3001
2232,-73.95825,40.78233,15002
2233,-73.97638,40.78838,17500
2234,-73.98128,40.77365,15300
2235,-73.95914,40.76251,11600
2236,-73.98724,40.76443,13300
2237,-73.97185,40.76056,10200
2238,-73.7892,40.64185,71600
2239,-73.9841,40.75736,11900
2240,-73.98009,40.75441,9400
2241,-73.99731,40.72154,4100
2242,-73.99059,40.75086,10100
2243,-73.99299,40.74262,5800
2244,-73.96106,40.7751,14200
2245,-73.9873,40.73305,4000
2246,-73.98835,40.7394,5600
2247,-73.96913,40.7665,12200
2248,-73.96868,40.76445,11401
2249,-73.96362,40.77121,12800
2250,-73.97583,40.76143,10400
2251,-73.97341,40.75043,8800
2252,-73.97172,40.74962,8800
2253,-73.98786,40.72261,3001
2254,-73.95821,40.78071,15002
2255,-73.98261,40.72736,3400
2256,-73.97321,40.76106,10200
2257,-74.00286,40.7605,11700
2258,-73.98563,40.76369,13300
2259,-73.96522,40.77204,13000
2260,-73.97765,40.75515,9400
2261,-73.96374,40.77687,14200
2262,-73.97335,40.74385,8601
2263,-73.98171,40.76648,13700
2264,-73.97555,40.76308,11201
2265,-73.99397,40.72688,5502
2266,-73.97965,40.74407,7200
2267,-73.99207,40.76991,13500
2268,-73.9876,40.71988,3001
2269,-73.98429,40.72566,3200
2270,-74.01677,40.70603,31704
2271,-73.98477,40.74785,7400
2272,-73.97907,40.74456,7200
2273,-73.9457,40.77804,15200
2274,-73.97555,40.75626,9400
2275,-73.98761,40.74398,5600
2276,-73.97351,40.77932,14300
2277,-73.96841,40.75489,9800
2278,-73.99955,40.73867,8100
2279,-74.00642,40.73275,7300
2280,-73.98068,40.78249,16300
2281,-73.96293,40.77226,12800
2282,-73.97795,40.77875,15700
2283,-74.00087,40.73188,7100
2284,-73.9544,40.77001,13400
2285,-73.98826,40.72357,3602
2286,-73.96989,40.75759,10000
2287,-73.96704,40.76125,11203
2288,-73.9945,40.76577,12900
2289,-73.98225,40.73202,4800
2290,-73.973,40.79305,17900
2291,-73.98183,40.76669,13700
2292,-73.99852,40.76098,12900
2293,-73.99778,40.7207,4500
2294,-73.96381,40.79805,18900
2295,-73.97641,40.74009,6600
2296,-73.98545,40.73857,6800
2297,-74.00376,40.72243,4700
2298,-73.98925,40.7679,13900
2299,-74.00962,40.73859,7900
2300,-73.99516,40.72489,4300
2301,-73.93864,40.79161,18000
2302,-74.01546,40.7113,31704
2303,-73.98526,40.75888,12500
2304,-73.98189,40.75664,9600
2305,-73.96484,40.68373,20100
2306,-74.00437,40.72172,4700
2307,-73.95073,40.7841,15801
2308,-73.99541,40.75953,11500
2309,-73.94429,40.78813,16400
2310,-73.98506,40.77932,15900
2311,-73.95148,40.77783,14602
2312,-73.9871,40.73832,5000
2313,-73.9957,40.7402,8700
2314,-73.79013,40.64693,71600
2315,-73.98247,40.7572,11900
2316,-73.98345,40.74431,7400
2317,-73.78326,40.64861,71600
2318,-73.98833,40.7434,5800
2319,-73.97375,40.76309,11202
2320,-73.98814,40.77648,15500
2321,-73.98454,40.76296,13100
2322,-73.9849,40.73959,6800
2323,-73.97803,40.75219,8200
2324,-73.97186,40.79211,17900
2325,-73.98775,40.73247,4000
2326,-73.99886,40.7455,9300
2327,-73.99155,40.7597,12100
2328,-73.95409,40.68423,22900
2329,-73.99285,40.73391,6100
2330,-73.97853,40.75226,8200
2331,-73.95077,40.78329,15801
2332,-73.94547,40.77833,15200
2333,-73.9513,40.71256,51300
2334,-74.00792,40.72395,3700
2335,-73.974,40.76294,11201
2336,-73.99589,40.764,12900
2337,-73.96899,40.76407,11401
2338,-73.99679,40.73752,8100
2339,-73.99206,40.75945,12100
2340,-73.97785,40.78692,17100
2341,-73.99547,40.72529,5502
2342,-73.98557,40.73154,4000
2343,-73.96583,40.76672,12000
2344,-73.98414,40.75763,11900
2345,-73.98087,40.74483,7200
2346,-73.99051,40.756,11300
2347,-73.97727,40.764,11201
2348,-73.96485,40.75549,8603
2349,-74.00769,40.73216,6900
2350,-73.99397,40.74433,9100
2351,-73.95875,40.76837,12600
2352,-73.99971,40.72183,4500
2353,-73.95456,40.78088,14802
2354,-73.97362,40.74787,7800
2355,-73.96593,40.76217,11000
2356,-73.98765,40.73259,4000
2357,-73.97974,40.73548,6400
2358,-73.99053,40.7558,11300
2359,-73.96758,40.75578,9800
2360,-73.98703,40.75639,11900
2361,-73.98347,40.7635,13100
2362,-73.97791,40.75129,8000
2363,-73.99171,40.74987,10100
2364,-73.98292,40.7719,14900
2365,-73.98437,40.75524,11900
2366,-73.97912,40.68475,3900
2367,-73.95105,40.77465,13800
2368,-73.78286,40.64881,71600
2369,-73.97302,40.75523,9200
2370,-73.98462,40.7535,8400
2371,-73.98238,40.7224,2202
2372,-73.7834,40.64857,71600
2373,-73.98637,40.74845,7600
2374,-73.97899,40.78529,16700
2375,-73.98883,40.7433,5800
2376,-73.98977,40.7762,15100
2377,-73.9667,40.76471,11402
2378,-73.95567,40.77902,14801
2379,-74.00973,40.70502,700
2380,-73.95453,40.71688,51900
2381,-73.98285,40.75066,8200
2382,-73.98924,40.75689,11300
2383,-73.96705,40.76784,12200
2384,-73.94525,40.80238,19000
2385,-74.0061,40.73992,7900
2386,-73.98996,40.75666,11300
2387,-73.97746,40.75867,10400
2388,-74.01397,40.71547,31703
2389,-73.9598,40.8013,19701
2390,-73.9588,40.81508,21100
2391,-73.98047,40.73024,3400
2392,-73.96289,40.71212,55100
2393,-73.98493,40.74228,5600
2394,-73.99944,40.73353,6300
2395,-74.00962,40.7149,2100
2396,-74.00831,40.73624,7900
2397,-73.98855,40.76896,13900
2398,-73.98259,40.75142,8400
2399,-73.98197,40.77115,14900
2400,-73.98328,40.75213,8400
2401,0,0,
2402,-73.97739,40.77934,16100
2403,-73.97376,40.73827,6200
2404,-73.97513,40.7416,7000
2405,-73.86279,40.76887,33100
2406,0,0,
2407,-73.98108,40.76071,13100
2408,-73.98587,40.74391,5600
2409,-73.99057,40.76149,12700
2410,-73.99378,40.74174,8700
2411,-73.95223,40.76909,13200
2412,-74.00113,40.7519,9900
2413,-73.97513,40.74867,8800
2414,-73.99571,40.7252,5502
2415,-73.86638,40.77063,33100
2416,-73.98254,40.74544,7400
2417,-73.97694,40.75183,9200
2418,-74.01383,40.71483,31703
2419,-73.96555,40.76679,12000
2420,-73.97013,40.75725,10000
2421,-74.00803,40.70451,700
2422,-73.98069,40.77474,15300
2423,-73.97849,40.77782,15700
2424,-74.00907,40.70435,700
2425,-73.96338,40.77769,14300
2426,-73.9552,40.78585,16001
2427,-73.9868,40.76414,13300
2428,-73.9846,40.74806,7400
2429,-73.96785,40.7603,11203
2430,-73.96325,40.71667,55500
2431,-73.98346,40.75287,8400
2432,-73.99062,40.75609,11300
2433,-73.94377,40.70806,50500
2434,-73.98789,40.75108,10900
2435,-73.9658,40.7585,10800
2436,-73.99672,40.76352,12900
2437,-74.00842,40.73466,7500
2438,-73.98715,40.73633,5000
2439,-73.98845,40.75996,12100
2440,-74.01398,40.71769,31703
2441,-73.95546,40.72013,51700
2442,-73.99568,40.69056,4500
2443,-73.97777,40.75399,9400
2444,-73.98457,40.74861,7600
2445,-73.98832,40.75995,12100
2446,-73.98933,40.74295,5800
2447,-73.98881,40.75313,10900
2448,-73.99066,40.75593,11300
2449,-73.97789,40.75559,9400
2450,-74.00145,40.73096,6500
2451,-73.99141,40.7501,10100
2452,-73.95371,40.74488,700
2453,-73.96779,40.75659,9800
2454,-73.98976,40.76712,13900
2455,-73.9875,40.77068,14700
2456,-73.96443,40.76143,11000
2457,0,0,
2458,-73.98,40.74335,7200
2459,-73.99991,40.73304,6300
2460,-73.96938,40.76073,11203
2461,-73.98441,40.7551,11900
2462,-73.98168,40.76051,13100
2463,-73.97059,40.75274,9000
2464,-73.97425,40.79129,17900
2465,-73.98984,40.70247,2100
2466,-73.96904,40.75946,10000
2467,-74.0125,40.71469,2100
2468,-73.99407,40.7514,10300
2469,-73.98417,40.73951,6800
2470,-73.99057,40.73732,5200
2471,-73.99182,40.75484,11500
2472,-73.93771,40.75828,3300
2473,-73.96279,40.7667,11800
2474,-73.9935,40.74724,9500
2475,-73.9248,40.69629,42100
2476,-73.97744,40.75691,9400
2477,-73.99707,40.737,6300
2478,-73.95351,40.77565,13800
2479,-73.99126,40.7448,5800
2480,-73.96382,40.77394,13000
2481,-73.98929,40.75299,10900
2482,-73.9974,40.73657,6300
2483,-73.98378,40.74368,7200
2484,-73.99798,40.71693,4100
2485,-73.97964,40.76727,14300
2486,-73.98356,40.73006,4000
2487,-73.87419,40.77508,33100
2488,-73.98376,40.74369,7200
2489,-73.96332,40.7569,10601
2490,0,0,
2491,-73.8659,40.77084,33100
2492,-74.00364,40.73231,6700
2493,-73.96917,40.79836,18700
2494,-73.98561,40.73611,5000
2495,-73.98988,40.73642,5200
2496,-73.98064,40.7258,2602
2497,-73.99751,40.6837,6700
2498,-74.00592,40.73998,7900
2499,-73.98451,40.75502,11900
2500,-73.99417,40.73536,6300
2501,-73.96743,40.76606,12000
2502,-73.87305,40.77378,33100
2503,-73.9579,40.6708,21900
2504,-73.98817,40.75494,11300
2505,-74.00415,40.74745,9300
2506,-73.95879,40.77244,12800
2507,-74.00432,40.72502,3700
2508,-73.86289,40.76903,33100
2509,-73.99354,40.76231,12900
2510,-73.99054,40.74014,5200
2511,-73.97009,40.75344,9000
2512,-73.99417,40.76669,13500
2513,-73.96423,40.77347,13000
2514,-73.98488,40.74804,7600
2515,-73.97429,40.75152,9200
2516,-73.99784,40.73378,6300
2517,-73.98144,40.74686,7200
2518,-74.00362,40.73232,6700
2519,-73.9799,40.74627,7200
2520,-73.92586,40.77473,9100
2521,-73.9898,40.73543,5000
2522,-73.95854,40.76453,11800
2523,-73.98359,40.74628,7400
2524,-73.98949,40.73427,4200
2525,-73.99637,40.69079,4900
2526,-73.99705,40.74203,8700
2527,-73.95409,40.77486,13800
2528,-73.98078,40.76528,13700
2529,-73.8825,40.75595,33700
2530,-73.96149,40.80622,20300
2531,-73.98835,40.74957,10100
2532,-73.78202,40.64464,71600
2533,-74.00772,40.74083,7900
2534,-74.00727,40.73297,7500
2535,-74.00649,40.7055,700
2536,-73.97571,40.79136,17900
2537,-73.97306,40.75597,9200
2538,-73.98945,40.75814,12100
2539,-73.98711,40.75779,11900
2540,-73.99249,40.71428,600
2541,-74.013,40.71742,31703
2542,-73.92067,40.75973,5900
2543,-74.00304,40.73336,7300
2544,-73.96981,40.78979,17700
2545,-73.96381,40.81213,20500
2546,-73.96291,40.75854,10800
2547,-73.97146,40.74389,8601
2548,-73.97659,40.76445,11201
2549,-73.99562,40.73329,6300
2550,-73.99122,40.74986,10100
2551,-73.97043,40.78395,16900
2552,-74.00767,40.74063,7900
2553,-73.9924,40.73976,5400
2554,-73.97177,40.75691,10000
2555,-73.98652,40.73051,4000
2556,-73.99766,40.72424,4300
2557,-73.86281,40.76935,33100
2558,-73.97212,40.76259,11202
2559,-73.98253,40.72746,3400
2560,-73.98989,40.7515,10900
2561,-73.97973,40.76626,13700
2562,-73.99004,40.73473,5200
2563,-74.01421,40.71394,31703
2564,-73.96638,40.76204,11402
2565,-73.95276,40.77216,13200
2566,-73.9826,40.74248,6800
2567,-73.99429,40.74034,5400
2568,-73.9882,40.75128,10900
2569,-73.97769,40.77897,16100
2570,-73.99271,40.73708,5200
2571,-74.00806,40.73973,7900
2572,-73.99921,40.72655,4900
2573,-73.97838,40.73704,6200
2574,-74.00736,40.73292,7500
2575,-73.98437,40.76476,13300
2576,-73.97234,40.76498,11401
2577,-73.9568,40.78116,15002
2578,-73.98521,40.74684,7400
2579,-73.9622,40.77372,13000
2580,-73.97831,40.61678,44600
2581,-73.98472,40.76841,14500
2582,-73.97459,40.75567,9200
2583,-73.99668,40.74265,8700
2584,-73.91754,40.77023,12500
2585,-73.98211,40.72796,3400
2586,-73.987,40.73,4000
2587,-73.99135,40.72385,3602
2588,-73.95284,40.78594,15801
2589,-73.97795,40.75929,10400
2590,-73.98683,40.76278,13300
2591,-73.98991,40.77244,15100
2592,-73.96139,40.76862,12600
2593,-73.99934,40.73384,6300
2594,-73.96008,40.77115,12800
2595,-73.92771,40.7631,7500
2596,-73.9681,40.75524,9800
2597,-73.99134,40.75545,11500
2598,-73.98387,40.76703,13900
2599,-73.97637,40.78614,17100
2600,-73.99511,40.73979,8100
2601,-73.98712,40.76848,13900
2602,-73.98918,40.773,15100
2603,-74.007,40.75116,9900
2604,-73.98729,40.76599,13300
2605,-73.95589,40.71751,51900
2606,-73.99486,40.7501,10100
2607,-73.97846,40.783,16700
2608,-73.99667,40.73176,5900
2609,-74.01194,40.7043,900
2610,-73.99012,40.74828,10100
2611,-74.01605,40.71122,31704
2612,0,0,
2613,-74.01033,40.70326,900
2614,-73.96491,40.76967,12200
2615,-73.93645,40.79884,18800
2616,-73.99357,40.71306,800
2617,-73.95876,40.76845,12600
2618,-73.98135,40.74396,7200
2619,-73.96269,40.79444,18900
2620,-73.99554,40.72495,4300
2621,-73.95878,40.76844,12600
2622,-73.99323,40.72198,3601
2623,-73.78594,40.6477,71600
2624,-73.99239,40.75917,12100
2625,-73.98487,40.76201,13100
2626,-73.99259,40.7468,9500
2627,0,0,
2628,-73.95076,40.77741,14601
2629,-73.97974,40.77131,14900
2630,-73.963,40.79413,18500
2631,-73.98438,40.76041,12500
2632,-73.94984,40.78453,15801
2633,-73.99407,40.75171,10300
2634,-73.96988,40.76295,11401
2635,-73.95413,40.78707,16001
2636,-74.00863,40.71985,3900
2637,-73.9501,40.78018,15400
2638,-73.99597,40.74406,9100
2639,-73.95406,40.76625,12400
2640,-74.00522,40.72043,3300
2641,-73.97557,40.68333,12902
2642,-73.95167,40.76973,13200
2643,-73.96229,40.75895,10601
2644,-73.95003,40.77127,13600
2645,-73.99255,40.74834,9500
2646,-74.00578,40.75108,9900
2647,-73.98069,40.73795,6400
2648,-73.96362,40.711,54900
2649,-73.97143,40.74804,8800
2650,0,0,
2651,-73.96265,40.71001,54900
2652,-73.95273,40.77237,13800
2653,-73.98302,40.73164,4800
2654,0,0,
2655,-73.947,40.74517,1900
2656,-73.98132,40.78086,16300
2657,0,0,
2658,-73.97034,40.76432,11401
2659,-73.97916,40.7767,15700
2660,-73.94444,40.80943,22400
2661,0,0,
2662,-73.98835,40.72723,3800
2663,-73.98626,40.75653,11900
2664,-73.99763,40.72172,4500
2665,-73.96496,40.76395,11402
2666,-73.99777,40.74022,8100
2667,-73.98346,40.75566,9600
2668,-73.99823,40.72883,5501
2669,-73.97333,40.78487,16900
2670,-73.99785,40.7258,4900
2671,-73.96285,40.71219,55100
2672,0,0,
2673,-73.96106,40.79675,18900
2674,-73.9946,40.76098,12900
2675,-73.97937,40.75588,9600
2676,-73.98359,40.74232,6800
2677,-73.96249,40.77304,13000
2678,-73.98314,40.76059,12500
2679,-73.99176,40.75458,11100
2680,-73.96077,40.75911,10602
2681,-73.94562,40.77379,14401
2682,-73.98065,40.74274,7200
2683,-74.01038,40.71523,2100
2684,-73.98343,40.74139,6800
2685,-73.95878,40.81536,21100
2686,-73.98459,40.7642,13100
2687,-73.9972,40.74708,9300
2688,-73.9728,40.79332,17900
2689,-73.97617,40.78608,16900
2690,-73.98358,40.7385,6800
2691,-73.86324,40.76903,33100
2692,-73.95848,40.80078,19702
2693,-73.98173,40.76885,14500
2694,-73.9842,40.72717,3200
2695,-73.99294,40.72312,3601
2696,-73.99862,40.73402,6300
2697,-73.9771,40.75734,9400
2698,-73.97186,40.75691,10000
2699,-74.00262,40.74995,9900
2700,-73.99926,40.71891,4500
2701,-73.98138,40.7247,2602
2702,-73.98745,40.75583,11300
2703,-73.95216,40.76651,12400
2704,-73.98673,40.76017,12500
2705,-73.97379,40.77932,16100
2706,-73.98341,40.73851,6800
2707,-74.00037,40.73228,6500
2708,-73.96228,40.77923,14300
2709,-73.98776,40.7383,5200
2710,-73.96039,40.77846,14200
2711,-73.98601,40.75778,11900
2712,-73.99238,40.71522,1600
2713,-73.96784,40.80296,19500
2714,-73.97654,40.76352,11201
2715,-74.00554,40.712,1501
2716,-73.99583,40.75391,11100
2717,-73.97619,40.75438,9200
2718,-73.99827,40.74035,8100
2719,-73.99311,40.74953,10100
2720,-73.98427,40.77395,14900
2721,-73.86273,40.76898,33100
2722,-73.97125,40.75136,9000
2723,0,0,
2724,-73.97656,40.79076,17500
2725,-73.98788,40.72093,3001
2726,-74.00033,40.7301,6500
2727,-73.99167,40.73883,5400
2728,-73.98548,40.74702,7400
2729,-73.98444,40.72865,3400
2730,-73.98131,40.74144,6800
2731,-73.99021,40.75142,10900
2732,-73.99155,40.75982,12100
2733,-74.00636,40.73308,7300
2734,-73.99621,40.75349,11100
2735,-73.984,40.72541,3200
2736,-73.9891,40.7345,5000
2737,-73.98855,40.75397,11300
2738,-73.97839,40.76645,13700
2739,-73.94361,40.78863,16400
2740,-74.00869,40.71429,2100
2741,-73.87438,40.77409,33100
2742,-73.97631,40.76537,11201
2743,-74.00123,40.7278,6500
2744,-73.98261,40.73541,6400
2745,-73.97489,40.75167,9200
2746,-73.98831,40.74821,7600
2747,-73.99145,40.74492,9500
2748,-73.98038,40.7644,13700
2749,-73.99121,40.75939,12100
2750,-73.99842,40.75425,10300
2751,-73.95167,40.72532,56900
2752,-73.99366,40.72109,1800
2753,-74.00414,40.75182,9900
2754,-73.97071,40.78863,17300
2755,-74.01213,40.70266,900
2756,-73.98192,40.77661,15300
2757,-73.99155,40.75484,11500
2758,-73.99675,40.76317,12900
2759,-73.99858,40.72449,4900
2760,-73.99871,40.76121,12900
2761,-73.98912,40.7582,12100
2762,-73.77676,40.64532,71600
2763,-73.99173,40.74449,9100
2764,-73.97877,40.76227,13100
2765,-73.96535,40.77196,13000
2766,-73.98954,40.75562,11300
2767,-73.97725,40.75824,10200
2768,-73.95289,40.77632,13800
2769,-73.95615,40.81454,21900
2770,-73.99878,40.74472,9100
2771,-73.99225,40.73802,5400
2772,-73.98485,40.75905,12500
2773,-73.97695,40.73912,6600
2774,-73.97191,40.79196,17900
2775,-73.99189,40.72217,3601
2776,-73.96189,40.77624,14200
2777,-73.95687,40.76636,12400
2778,-73.98092,40.78264,16300
2779,-73.99244,40.75384,11100
2780,-73.97939,40.76156,13100
2781,-73.96109,40.76913,12800
2782,-73.95063,40.78642,15802
2783,-73.98088,40.76394,13700
2784,-73.97049,40.75868,10000
2785,-74.01089,40.71117,1300
2786,0,0,
2787,-73.97948,40.73565,6400
2788,-73.9904,40.75643,11500
2789,-73.98238,40.74272,7200
2790,-73.9808,40.76638,13700
2791,-73.97478,40.7574,10200
2792,-73.9966,40.75301,10300
2793,-73.98357,40.72196,3002
2794,-73.99342,40.74672,9500
2795,-73.97979,40.74337,7000
2796,-73.98305,40.76454,13700
2797,-73.93664,40.79869,18800
2798,-73.98575,40.75223,8400
2799,-73.96967,40.76029,11203
2800,-73.99795,40.74097,8100
2801,-73.86275,40.76914,33100
2802,-73.95406,40.77873,14801
2803,-73.98195,40.74063,6800
2804,-73.97247,40.7458,7800
2805,-73.98525,40.76691,13900
2806,-73.97872,40.78583,16700
2807,-73.99479,40.7507,10300
2808,-73.97918,40.76366,13700
2809,-73.99404,40.75125,10100
2810,-73.97034,40.75245,9000
2811,-74.00423,40.74759,9300
2812,-73.9821,40.76822,14500
2813,-74.00356,40.73247,7300
2814,-73.98575,40.76059,12500
2815,-73.9738,40.76066,10200
2816,-73.98316,40.69655,1500
2817,-73.98403,40.76536,13900
2818,-73.94676,40.78427,15602
2819,-73.94436,40.79501,17200
2820,-73.99516,40.73978,8100
2821,-73.9756,40.76054,10200
2822,-73.96201,40.77673,14200
2823,-73.97332,40.78284,16500
2824,-74.00585,40.74511,8900
2825,-73.9638,40.75702,10601
2826,-74.00606,40.71188,1501
2827,-73.95407,40.77041,13200
2828,-73.79086,40.71889,46400
2829,-73.99701,40.7366,6300
2830,-74.00687,40.71638,3300
2831,-73.98975,40.75528,11300
2832,-73.98613,40.72644,3200
2833,-73.98553,40.74181,5600
2834,-73.98166,40.76607,13700
2835,-73.98857,40.73718,5200
2836,-73.977,40.76425,11201
